glyph_unified	radical	other_stroke
닲	쀃	3
뵘	쁎	3
밋	쀶	6
뵙	쁎	3
묥	쀧	3
뵆	쁎	2
븞	쁕	2
떯	쀉	3
높	쀂	4
볙	쀿	2
몐	쀤	3
뗨	쀉	4
릇	쀛	5
됎	쀅	3
뷏	쁔	1
됍	쀅	3
똒	쀉	6
뻏	쁝	1
딤	쀉	1
륁	쀛	3
넬	쀂	3
럁	쀓	2
넫	쀂	3
럀	쀓	2
럂	쀓	2
베	쀺	3
뗩	쀉	4
뼾	쁟	1
뾣	쁦	6
볚	쀿	2
덶	쀃	5
뼖	쁝	5
덷	쀃	5
눒	쀂	6
릜	쀛	7
롪	쀗	4
릱	쀠	1
밝	쀸	6
밆	쀶	5
뗪	쀉	4
련	쀓	5
델	쀃	5
뛺	쀎	3
놓	쀂	4
됏	쀅	3
봦	쁌	5
롫	쀗	4
냉	쀂	2
뎌	쀃	6
로	쀗	3
롈	쀗	2
놔	쀂	4
뫓	쀤	5
뚥	쀋	4
룞	쀛	1
멋	쀤	2
놕	쀂	4
뢏	쀘	4
뽱	쁠	3
놖	쀂	4
닳	쀃	3
뎑	쀃	7
릿	쀠	2
멌	쀤	2
벆	쀺	1
뤌	쀛	2
볹	쁄	2
랐	쀓	1
븟	쁕	2
뻀	쁜	7
멍	쀤	2
떰	쀉	3
록	쀗	3
륮	쀛	4
끋	쀁	4
믶	쀶	4
륭	쀛	4
밇	쀶	5
뀮	쀁	3
럺	쀓	3
끌	쀁	4
띾	쀑	5
끍	쀁	4
덉	쀃	4
뜈	쀎	4
뒲	쀇	3
뢢	쀙	2
맀	쀠	2
뵈	쁎	2
륂	쀛	3
벐	쀺	2
땛	쀉	2
둖	쀅	7
릈	쀛	5
됵	쀅	4
끷	쀁	6
담	쀃	3
렖	쀓	4
빅	쁙	3
뱒	쀹	3
볛	쀿	2
붌	쁐	7
땜	쀉	2
뜶	쀑	2
룟	쀛	1
뻻	쁝	3
럃	쀓	2
끎	쀁	4
뭺	쀱	1
늁	쀃	2
띞	쀑	3
럄	쀓	2
놗	쀂	4
땝	쀉	2
믠	쀶	3
븋	쁕	2
끏	쀁	4
넭	쀂	3
뫒	쀤	5
덹	쀃	5
뇩	쀂	5
렰	쀓	6
뇪	쀂	5
둓	쀅	6
됶	쀅	4
둔	쀅	6
빉	쁚	4
뺵	쁜	5
뎍	쀃	6
넮	쀂	3
눓	쀂	6
듚	쀇	5
뱷	쀹	6
답	쀃	3
뺈	쁜	2
뢐	쀘	4
븁	쁔	5
닶	쀃	3
낅	쀁	9
끣	쀁	5
뇫	쀂	5
뜔	쀑	1
동	쀅	2
땞	쀉	2
링	쀠	2
몑	쀤	3
뵇	쁎	3
뚄	쀋	3
묋	쀧	2
뵚	쁎	3
뺙	쁜	3
떱	쀉	3
뷐	쁔	1
뚦	쀋	4
덋	쀃	4
덊	쀃	4
뼿	쁟	1
뺶	쁜	5
빜	쁛	2
뚿	쀋	5
덌	쀃	4
뺷	쁜	5
뗫	쀉	4
랑	쀓	1
눣	쀂	8
눴	쀃	1
뫔	쀤	5
롞	쀗	3
돚	쀅	2
뇬	쀂	5
넯	쀂	3
똃	쀉	5
됐	쀅	3
뱓	쀹	3
냊	쀂	2
놘	쀂	4
렗	쀓	4
둉	쀅	5
뼣	쁞	2
냋	쀂	2
렩	쀓	5
땟	쀉	2
덺	쀃	5
늂	쀃	2
멎	쀤	2
삉	쀑	0
넰	쀂	3
놙	쀂	4
뗬	쀉	4
넱	쀂	3
뜷	쀑	2
뒳	쀇	3
몼	쀤	4
뻂	쁜	12
닷	쀃	3
끸	쀁	6
롉	쀗	2
덍	쀃	4
덻	쀃	5
똟	쀋	1
럅	쀓	2
뚅	쀢	3
닸	쀃	3
붅	쁏	4
뤍	쀛	2
맒	쀠	3
롬	쀗	4
렱	쀓	6
뤎	쀛	2
둊	쀅	5
뤏	쀛	2
뇭	쀂	5
륃	쀛	3
륄	쀛	3
뇮	쀂	5
놚	쀂	4
뇯	쀂	5
뢣	쀙	2
놛	쀂	4
릔	쀛	6
렪	쀓	5
뀯	쀁	3
뽔	쁟	2
늃	쀃	2
띲	쀑	4
랒	쀓	1
똠	쀋	1
놜	쀂	4
릲	쀠	1
뛻	쀎	3
뵉	쁎	2
맓	쀠	3
똄	쀉	5
륅	쀛	3
넲	쀂	3
됑	쀅	3
럆	쀓	2
륯	쀛	3
뭌	쀪	5
뒴	쀇	3
둕	쀅	6
됷	쀅	4
됸	쀅	4
륆	쀛	3
놝	쀂	4
롭	쀗	4
뭠	쀯	0
삕	쁕	0
놞	쀂	4
놟	쀂	4
냌	쀂	2
띳	쀑	5
먊	쀤	1
늄	쀃	2
볩	쀿	5
늅	쀃	2
당	쀃	3
땠	쀉	2
똡	쀋	1
뫱	쀧	1
뭕	쀫	2
떲	쀉	3
렴	쀖	2
먋	쀤	1
뙆	쀋	2
묌	쀧	2
룠	쀛	1
믉	쀶	2
뒁	쀇	2
럇	쀓	2
뚆	쀋	3
믊	쀶	2
럈	쀓	2
량	쀓	2
뫲	쀧	1
뚇	쀋	3
늆	쀃	2
멏	쀤	2
뫩	쀧	0
뢤	쀙	2
릣	쀟	2
끹	쀁	6
뫳	쀧	1
븠	쁕	2
묭	쀧	4
뫴	쀧	1
륰	쀛	4
띴	쀑	4
렘	쀓	4
딄	쀈	3
뺫	쁜	4
딎	쀈	4
떳	쀉	3
뚈	쀋	3
뵛	쁎	3
덼	쀃	5
끐	쀁	4
뚧	쀋	4
롮	쀗	4
렙	쀓	4
닺	쀃	3
뗭	쀉	4
뺬	쁜	4
뺉	쁜	2
눹	쀃	1
멐	쀤	2
붿	쁓	5
됹	쀅	4
떴	쀉	3
묦	쀧	3
륇	쀛	3
묍	쀧	2
멑	쀤	2
볪	쀿	4
뭝	쀬	1
료	쀚	2
넳	쀂	3
놠	쀂	4
못	쀤	4
랂	쀑	8
돛	쀅	2
됒	쀅	3
믡	쀶	3
띟	쀑	3
놡	쀂	4
럊	쀓	2
뽿	쁤	6
뇰	쀂	5
냍	쀂	2
몒	쀤	3
뢥	쀙	2
멒	쀤	2
뵜	쁎	3
뜸	쀑	2
뵰	쁎	4
뿌	쁫	2
벑	쀺	2
렫	쀓	5
뒵	쀇	3
럻	쀓	3
럌	쀓	2
럋	쀓	2
뒂	쀇	2
끤	쀁	5
뮂	쀱	2
넴	쀂	3
뤐	쀛	2
뒃	쀇	2
뙇	쀋	2
뷑	쁔	1
뜕	쀑	1
뚉	쀋	4
뛼	쀎	3
럍	쀓	2
멓	쀤	2
뵝	쁎	3
들	쀈	1
뷢	쁔	2
뚨	쀋	4
똢	쀋	1
덎	쀃	4
럎	쀓	2
끑	쀁	4
뼗	쁝	5
뱔	쀹	3
뢹	쀙	3
뙈	쀋	2
밽	쀹	2
랓	쀓	1
뻼	쁝	3
뤑	쀛	2
뻦	쁝	2
뾖	쁦	2
놢	쀂	4
렚	쀓	4
릳	쀠	1
뽧	쁠	1
뢺	쀙	3
뭟	쀬	4
뻽	쁝	3
뭭	쀰	2
브	쁕	1
뢆	쀘	2
넵	쀂	3
넶	쀂	3
뱨	쀹	4
룡	쀛	1
뀕	쀁	2
돜	쀅	2
뚩	쀋	4
놣	쀂	4
뭞	쀬	2
닻	쀃	3
듐	쀇	4
붠	쁓	1
띠	쀑	3
뛧	쀎	2
몓	쀤	3
붡	쁓	1
돝	쀅	2
뢕	쀙	1
띵	쀑	4
뙉	쀋	2
넷	쀂	3
뤒	쀛	2
뒶	쀇	3
붘	쁑	3
뢦	쀙	2
뱩	쀹	4
메	쀤	2
눤	쀂	8
부	쁎	9
뵼	쁎	6
뵷	쁎	5
렸	쀗	1
놤	쀂	4
떵	쀉	3
넸	쀂	3
뀭	쀁	3
럼	쀓	3
땡	쀉	2
뛽	쀎	3
볜	쀿	2
롯	쀗	4
똅	쀉	5
딅	쀈	3
넹	쀂	3
땢	쀉	2
룢	쀛	1
눞	쀂	7
띡	쀑	3
뗮	쀉	4
닼	쀃	3
눺	쀃	1
뇱	쀂	5
뒄	쀇	2
뚋	쀋	3
렛	쀓	4
맂	쀠	2
둜	쀇	1
맔	쀠	3
렜	쀓	4
끒	쀁	4
몽	쀤	4
뀖	쀁	2
뺊	쁜	2
롟	쀗	3
똣	쀋	1
땣	쀉	2
뷵	쁔	3
멕	쀤	2
놥	쀂	4
딆	쀈	3
룣	쀛	1
륈	쀛	3
뢧	쀙	2
눵	쀃	1
늇	쀃	2
봣	쁌	4
밦	쀹	1
듑	쀇	4
뺸	쁜	5
릴	쀠	1
뇲	쀂	5
몾	쀤	4
뛀	쀋	5
륲	쀛	4
뚪	쀋	4
뵊	쁎	2
믷	쀶	4
떶	쀉	3
뀰	쀁	3
뛨	쀎	2
뾌	쁦	1
뛩	쀎	2
뛪	쀎	2
듲	쀈	2
뾗	쁦	2
뿤	쁮	2
냎	쀂	2
렝	쀓	4
벒	쀺	2
벡	쀺	3
뺋	쁜	2
됺	쀅	4
뵞	쁎	3
됼	쀅	4
됻	쀅	4
땤	쀉	2
럽	쀓	3
뾷	쁧	2
됓	쀅	3
뱕	쀹	3
뻐	쁝	1
띶	쀑	4
뻧	쁝	2
몔	쀤	3
떷	쀉	3
덏	쀃	4
땦	쀉	2
믢	쀶	3
맟	쀠	5
뷣	쁔	2
넺	쀂	3
뒅	쀇	2
땥	쀉	2
럾	쀓	3
멖	쀤	2
놦	쀂	4
뵋	쁎	2
뮃	쀱	2
놧	쀂	4
벾	쀻	3
떸	쀉	3
뇳	쀂	5
뇴	쀂	5
뇵	쀂	6
뷒	쁔	1
떹	쀉	3
냏	쀂	2
뇶	쀂	5
뷼	쁔	4
봝	쁌	3
묧	쀧	3
묰	쀧	5
뒷	쀇	3
뛄	쀋	6
넻	쀂	3
륉	쀛	3
븬	쁕	3
뇷	쀂	5
멗	쀤	2
륳	쀛	4
둋	쀅	5
뷶	쁔	3
븭	쁕	3
뒆	쀇	2
나	쀂	1
뤓	쀛	2
뿁	쁧	4
뙊	쀋	2
뵌	쁎	2
늈	쀃	2
뢑	쀘	4
뎝	쀅	1
맃	쀠	2
빵	쁜	1
륊	쀛	3
뙋	쀋	2
몕	쀤	3
볇	쀻	5
뚌	쀋	3
닽	쀃	3
넼	쀂	3
빌	쁚	6
븡	쁕	2
븻	쁕	4
붷	쁓	3
뇸	쀂	5
떺	쀉	3
뺚	쁜	3
뛾	쀎	3
멘	쀤	2
붻	쁓	4
븮	쁕	3
냐	쀂	2
븯	쁕	3
놨	쀂	4
떻	쀉	3
뚫	쀋	4
넽	쀂	3
돞	쀅	2
땧	쀉	2
붙	쁑	4
넾	쀂	3
뇹	쀂	5
듒	쀇	4
뚍	쀋	3
멙	쀤	2
럿	쀓	3
뻑	쁝	1
닾	쀃	3
뜖	쀑	1
븰	쁕	3
뾍	쁦	1
릝	쀛	7
매	쀢	1
뫵	쀧	1
뒇	쀇	2
뵟	쁎	3
떼	쀉	3
눶	쀃	1
뎞	쀅	1
딓	쀈	5
뇺	쀂	5
뽶	쁤	1
룍	쀚	3
냑	쀂	2
몖	쀤	3
뒸	쀇	3
뷷	쁔	3
둌	쀅	5
뭚	쀫	4
떽	쀉	3
끺	쀁	6
됔	쀅	3
돟	쀅	2
돠	쀅	2
뚊	쀋	3
뜹	쀑	2
벓	쀺	2
덐	쀃	4
뛿	쀎	3
땨	쀉	2
둍	쀅	5
봷	쁎	1
벇	쀺	1
뱪	쀹	4
봇	쁊	2
뛁	쀋	5
듓	쀇	4
바	쀸	2
붼	쁓	4
놩	쀂	4
딥	쀉	1
몗	쀤	3
뤔	쀛	2
닿	쀃	3
뜗	쀑	1
롹	쀗	6
봀	쁄	4
듛	쀇	5
뺛	쁜	3
밾	쀹	2
믍	쀶	2
뤕	쀛	2
뢒	쀘	4
빝	쁛	2
륋	쀛	3
뛅	쀋	6
미	쀶	4
맄	쀠	2
끥	쀁	5
끓	쀁	4
븱	쁕	3
빞	쁛	2
놪	쀂	4
뒈	쀇	2
몿	쀤	4
뚎	쀋	3
뽕	쁟	2
빣	쁛	3
볢	쀿	3
뽛	쁟	3
빢	쁛	3
뽖	쁟	2
됕	쀅	3
됖	쀅	3
뜉	쀎	4
맧	쀢	2
떾	쀉	3
멚	쀤	2
럏	쀓	2
뮗	쀳	2
묻	쀪	1
덽	쀃	5
렳	쀖	1
뭘	쀫	3
뤖	쀛	2
믹	쀶	4
뭙	쀫	3
땩	쀉	2
뱖	쀹	3
럐	쀓	2
랔	쀓	1
르	쀛	4
놫	쀂	4
맩	쀢	3
놭	쀂	4
뺌	쁜	2
놮	쀂	4
론	쀗	3
묎	쀧	2
눔	쀂	6
똆	쀉	5
똤	쀋	1
붕	쁑	2
뿔	쁭	3
끔	쀁	4
늉	쀃	2
범	쀺	2
뻨	쁝	2
멛	쀤	2
릟	쀛	8
냓	쀂	2
냒	쀂	2
봊	쁋	3
몘	쀤	3
뽀	쁟	1
땪	쀉	2
뫕	쀤	5
럑	쀓	2
뷓	쁔	1
믎	쀶	2
멝	쀤	2
대	쀃	3
덑	쀃	4
멜	쀤	2
빊	쁚	4
볝	쀿	2
놯	쀂	4
뻩	쁝	2
땫	쀉	2
뚬	쀋	4
놰	쀂	4
뤗	쀛	2
뻾	쁝	3
륵	쀛	4
뺜	쁜	3
뵸	쁎	5
뢻	쀙	3
믣	쀶	3
뺍	쁜	2
뚭	쀋	4
믤	쀶	3
룊	쀚	1
늊	쀃	2
뎟	쀅	1
삦	쀅	3
넿	쀂	3
뱱	쀹	5
뿥	쁮	2
떿	쀉	3
덒	쀃	4
눕	쀂	6
녀	쀂	3
멞	쀤	2
뎎	쀃	6
룐	쀛	0
뚏	쀋	3
묏	쀧	2
됽	쀅	4
뺝	쁜	3
멠	쀤	2
뫖	쀤	5
멟	쀤	2
뻪	쁝	2
뫗	쀤	5
뚐	쀋	3
몙	쀤	3
릵	쀠	1
몚	쀤	3
렞	쀓	3
뜘	쀑	1
눖	쀂	6
듳	쀈	2
뾸	쁧	2
룤	쀛	1
뾽	쁧	3
믏	쀶	2
뫀	쀤	4
뫘	쀤	5
멡	쀤	2
륶	쀛	4
뵠	쁎	3
뜙	쀑	1
빤	쁛	3
뫙	쀤	5
뚮	쀋	4
룎	쀚	3
뜚	쀑	1
땬	쀉	2
놱	쀂	4
뎠	쀅	1
벫	쀻	1
딏	쀈	4
뢼	쀙	3
밧	쀹	2
뿃	쁧	5
뱲	쀹	5
띷	쀑	4
뵡	쁎	3
뗯	쀉	4
뻿	쁝	3
뼁	쁝	3
맕	쀠	3
띸	쀑	4
뱫	쀹	4
녁	쀂	3
삟	쁄	3
벦	쀺	5
뒹	쀇	3
렶	쀖	4
끕	쀁	4
뗀	쀉	3
맅	쀠	2
낄	쀁	8
릉	쀛	5
눷	쀃	1
띢	쀑	3
뱗	쀹	3
렀	쀓	3
밿	쀹	2
덓	쀃	4
댁	쀃	3
뙌	쀋	2
뗁	쀉	3
뒺	쀇	3
삧	쀋	2
롰	쀗	4
몛	쀤	3
밈	쀶	5
뷸	쁔	3
덾	쀃	5
뺞	쁜	3
둝	쀇	1
럒	쀓	2
벿	쀻	3
륍	쀛	3
뇻	쀂	5
뤘	쀛	2
뗂	쀉	3
륷	쀛	4
뙎	쀋	2
룥	쀛	1
렟	쀓	4
삠	쀉	3
릨	쀟	3
붭	쁓	2
똇	쀉	5
댃	쀃	3
댂	쀃	3
뷤	쁔	2
뗰	쀉	4
뻫	쁝	2
뱘	쀹	3
뼏	쁝	4
룦	쀛	1
몜	쀤	3
뒻	쀇	3
똈	쀉	5
뼐	쁝	4
뫚	쀤	5
뼑	쁝	4
땭	쀉	2
뮰	쀴	6
늋	쀃	2
뾤	쁦	6
묨	쀧	3
묩	쀧	3
뗃	쀉	3
뙏	쀋	2
뇼	쀂	5
뗱	쀉	4
듴	쀈	2
뗲	쀉	4
뗳	쀉	4
맆	쀠	2
뾾	쁧	3
놲	쀂	4
믺	쀶	4
놳	쀂	4
봸	쁎	2
뭥	쀯	2
먌	쀤	1
녂	쀂	3
놴	쀂	4
빋	쁚	4
벢	쀺	3
뫁	쀤	4
늌	쀃	2
늍	쀃	2
뵢	쁎	3
뜀	쀎	3
뭻	쀱	1
룧	쀛	1
뽽	쁤	3
믥	쀶	3
롊	쀗	2
븍	쁕	1
냔	쀂	2
더	쀃	4
뚯	쀋	4
뺎	쁜	2
늎	쀃	2
뙐	쀋	2
럓	쀓	2
뒉	쀇	2
봁	쁄	5
놵	쀂	4
둞	쀇	1
뺭	쁜	4
렁	쀓	3
묱	쀧	5
뒊	쀇	2
맖	쀠	3
삊	쁌	0
먎	쀤	1
뿲	쁲	3
뚑	쀋	3
땮	쀉	2
뺏	쁜	2
뒼	쀇	3
뿘	쁮	1
뵣	쁎	3
뺐	쁜	2
뼭	쁞	4
볍	쀿	1
멢	쀤	2
뀗	쀁	2
뽻	쁤	2
벷	쀻	2
빂	쁙	1
댄	쀃	3
덿	쀃	5
끖	쀁	4
릤	쀟	2
놷	쀂	4
뷹	쁔	3
듥	쀈	1
뮻	쀶	1
늏	쀃	2
봞	쁌	3
뗴	쀉	4
뿙	쁮	1
느	쀃	2
놶	쀂	4
븂	쁔	5
볽	쁄	3
뵤	쁎	3
뷽	쁔	4
빥	쁛	3
뗵	쀉	4
뺽	쁜	6
븢	쁕	2
몝	쀤	3
뵱	쁎	4
놸	쀂	4
뭈	쀪	3
뵥	쁎	3
뵲	쁎	4
뵦	쁎	3
른	쀛	4
뭂	쀪	2
뮲	쀴	7
묮	쀧	4
늑	쀃	2
렂	쀓	3
뷁	쁓	6
뿄	쁧	6
롺	쀗	6
뎓	쀃	8
빯	쁛	6
뻬	쁝	2
똔	쀉	8
봧	쁌	5
릊	쀛	5
릋	쀛	5
륌	쀛	3
뫛	쀤	5
봨	쁌	5
봄	쁄	6
뚒	쀋	3
뚰	쀋	4
뿅	쁧	8
띹	쀑	4
몞	쀤	3
냕	쀂	2
둟	쀇	1
뜺	쀑	2
뿦	쁮	2
덕	쀃	4
녃	쀂	3
뾹	쁧	2
끻	쀁	6
놹	쀂	4
뺹	쁜	5
릕	쀛	6
뱙	쀹	3
늒	쀃	2
랕	쀓	1
뀱	쀁	3
늓	쀃	2
띿	쀑	5
몟	쀤	3
밍	쀶	7
뼀	쁝	3
멣	쀤	2
멤	쀤	2
냖	쀂	2
볰	쁄	1
릶	쀠	1
볺	쁄	2
눗	쀂	6
볾	쁄	3
뱳	쀹	5
놺	쀂	4
뾥	쁦	7
뱴	쀹	5
똕	쀉	7
륎	쀛	3
뭼	쀱	1
멥	쀤	2
띺	쀑	4
뒽	쀇	3
봆	쁊	1
뱀	쀹	2
뢇	쀘	2
눸	쀃	1
댅	쀃	3
럔	쀓	2
뺾	쁜	6
뫂	쀤	4
뎡	쀅	1
덖	쀃	4
뛫	쀎	2
뭛	쀫	4
덗	쀃	4
댆	쀃	3
돡	쀅	2
똥	쀋	1
됾	쀅	4
는	쀃	2
묐	쀧	2
뫃	쀤	4
뜛	쀑	1
럕	쀓	2
볈	쀻	5
볣	쀿	3
뭉	쀪	3
뮘	쀳	2
믻	쀶	4
랖	쀓	1
놻	쀂	4
땯	쀉	2
몠	쀤	3
뭃	쀪	2
됗	쀅	3
뗶	쀉	4
묑	쀧	2
뒋	쀇	2
북	쁎	9
띣	쀑	3
뀲	쀁	3
늕	쀃	2
믦	쀶	3
릞	쀛	7
번	쀺	1
령	쀗	1
빦	쁛	3
뜻	쀑	2
법	쀺	2
붋	쁐	2
뙑	쀋	2
뛬	쀎	2
뎀	쀃	5
빧	쁛	3
뗷	쀉	4
년	쀂	3
믐	쀶	2
냗	쀂	2
민	쀶	4
밉	쀶	5
볎	쀿	1
눘	쀂	6
댇	쀃	3
뫡	쀤	6
뙒	쀋	2
밊	쀶	5
뙓	쀋	2
띻	쀑	4
몡	쀤	3
뢩	쀙	2
끿	쀁	7
륏	쀛	3
뇽	쀂	5
볆	쀻	4
뀘	쀁	2
륐	쀛	3
되	쀅	3
믑	쀶	2
렃	쀓	3
렠	쀓	4
됿	쀅	4
뿚	쁮	1
놼	쀂	4
뼬	쁞	3
벬	쀻	1
뻭	쁝	2
빶	쁜	2
볏	쀿	1
뾘	쁦	2
뼟	쁞	1
믒	쀶	2
믧	쀶	3
믽	쀶	4
먍	쀤	1
묒	쀧	2
뙔	쀋	2
뼠	쁞	1
던	쀃	4
뾙	쁦	2
맇	쀠	2
늖	쀃	2
븼	쁕	4
랗	쀓	1
뒌	쀇	2
냘	쀂	2
삜	쀇	2
뛓	쀎	1
댈	쀃	3
똦	쀋	1
믓	쀶	2
뙕	쀋	2
삡	쀃	3
끦	쀁	5
녅	쀂	3
냙	쀂	2
뮼	쀶	1
