glyph_unified	src_ref	pronunciation	meaning
󳽄	D1-01701	ɡɔ³³	停（雨～）。
󳽅	D1-01702	dɯ³³	长工（雇工）。
󳽆	D1-01703	t͡sʰe²¹	碓。
󳽇	D1-01704	kʰɤ²¹	牢实，牢固。
󳽈	D1-01705	lɔ²¹	芦（～苇）。
󳽉	D1-01706	t͡sʰɯ̰²¹	捏（～成团）。
󳽊	D1-01707	ɬɚ²¹	摇（～树）。
󳽋	D1-01708	pʰe⁵⁵	剖（～肚子）。
󳽌	D1-01709	vɤ³³	樱花。
󳽍	D1-01710	d͡ʐo̹²¹	齿（牙～）。
󳽎	D1-01711	kʰɯ³³	烟子，火烟。
󳽏	D1-01712	ȵi²¹	天，日（一～）。
󳽐	D1-01713	tʰɔ²¹	纸。
󳽑	D1-01714	mo̰⁵⁵	反扣（～～碗）。
󳽒	D1-01715	xo³³	肉。
󳽓	D1-01716	ne³³	闻（用鼻～）。
󳽔	D1-01717	fo̹̰²¹	干涸。
󳽕	D1-01718	li³³	重。
󳽖	D1-01719	ᶯd͡ʐʰo̹³³	斜，歪斜，走线。
󳽗	D1-01720	tu²¹	直。
󳽘	D1-01721	lɑ̰⁵⁵	柜子。
󳽙	D1-01722	su³³	书，文字。
󳽚	D1-01723	lḛ²¹	堂堂（亮～～）。
󳽛	D1-01724	t͡ʂʰɤ̰²¹	插（～在地上）。
󳽜	D1-01725	do̰²¹	下（～雪），成功，做成。
󳽝	D1-01726	ᶮd͡ʑʰi²¹	皮子（牛，羊～～）。
󳽞	D1-01727	zɔ²¹	中，着（打～）。
󳽟	D1-01728	ⁿdʰɑ̰⁵⁵	滑（路～）。
󳽠	D1-01729	ne²¹	红。
󳽡	D1-01730	ɬɔ²¹	厩，面房。
󳽢	D1-01731	t͡ʂʰo̹²¹	堵（一～云）。
󳽣	D1-01801	sɿ²¹	牵（～牛，～人）。
󳽤	D1-01802	tʰɤ²¹	拃（动词，量词）。
󳽥	D1-01803	do̰⁵⁵	着（点～），燃着。
󳽦	D1-01804	tʰɔ³³	青松。
󳽧	D1-01805	ɬɤ⁵⁵	眺望，看。
󳽨	D1-01806	be²¹	蕨（～菜）。
󳽩	D1-01807	tʰe³³	单数（～双）。
󳽪	D1-01808	to̰²¹	撑，顶（～门），托（～腮巴），拄（动词）。
󳽫	D1-01809	xɤ̰²¹	挤（～牛奶）。
󳽬	D1-01810	mɔ³³	尸体。
󳽭	D1-01811	t͡ɕi³³	敢（～做）。
󳽮	D1-01812	du⁵⁵	后（前～）。
󳽯	D1-01813	ɑ⁵⁵	昨（～天）。
󳽰	D1-01814	vḭ⁵⁵	穿（～衣，～着）。
󳽱	D1-01815	ɕe²¹	着（拿～），持着（～～枪）。
󳽲	D1-01816	t͡ʂɔ³³	蚂蚱。
󳽳	D1-01817	ɣo̰²¹	得到。
󳽴	D1-01818	kʰo̰⁵⁵	握（～弯，～直）。
󳽵	D1-01819	ɬɚ³³	野（外）。
󳽶	D1-01820	ʂo³³	小麦。
󳽷	D1-01821	ʂo³³⁻⁵⁵	穷困，困难。
󳽸	D1-01822	d͡zu³³	凿（～子）。
󳽹	D1-01823	d͡zo̰²¹	长（树～着）。
󳽺	D1-01824	tʰɑ²¹	兔子，卯（～年）。
󳽻	D1-01825	ʂe³³	前（～天，～年）。
󳽼	D1-01826	nɯ³³	逗玩，闹玩。
󳽽	D1-01827	d͡ʐɔ²¹	在（～家），有（～无）。
󳽾	D1-01828	xɤ²¹	桑（～树）。
󳽿	D1-01829	ne²¹	肋骨。
󳾀	D1-01830	t͡ɕi²¹	紧（勒～，松～）。
󳾁	D1-01831	ne³³	女（妇～）。
󳾂	D1-01901	mo²¹	妇（～女）。
󳾃	D1-01902	t͡se³³	十（二～，七～）。
󳾄	D1-01903	ʂɑ̰⁵⁵	交叉（互相～～）。
󳾅	D1-01904	kɯ²¹	盖（～瓦），撒（～瓦）。
󳾆	D1-01905	bu⁵⁵	背（～柴）（自动）。
󳾇	D1-01906	ᵑɡʰo̰³³	门。
󳾈	D1-01907	pʰe³³	体（身～）。
󳾉	D1-01908	ʑo̹³³/xo̰²¹	梭（～坡）。
󳾊	D1-01909	ȵi²¹	坐。
󳾋	D1-01910	ᵑɡʰu²¹	修理，医（～病）。
󳾌	D1-01911	bu²¹	棍子。
󳾍	D1-01912	ŋɯ̰⁵⁵	桩（树～）。
󳾎	D1-01913	t͡ɕʰo̰⁵⁵	六。
󳾏	D1-01914	dɚ̰²¹	割（～肉），裁（～衣）。
󳾐	D1-01915	ne³³	女（儿女的～）。
󳾑	D1-01916	de²¹	飞。
󳾒	D1-01917	ŋɤ²¹	动摇。
󳾓	D1-01918	ɡɔ³³	散（街子）。
󳾔	D1-01919	ʂɑ̰⁵⁵	干净。
󳾕	D1-01920	ko̰²¹	拳头。
󳾖	D1-01921	ɡu²¹	块（一～地）。
󳾗	D1-01922	xo̰²¹⁻³³	大象。
󳾘	D1-01923	xo²¹	送（～人，～鬼）。
󳾙	D1-01924	kʰɯ²¹	内，里（～面）。
󳾚	D1-01925	tɯ³³	斗（名词，量词）。
󳾛	D1-01926	t͡ɕe³³	茶。
󳾜	D1-01927	to̹⁵⁵	绣（～花）。
󳾝	D1-01928	ʑo̰³³	蚂蚁。
󳾞	D1-01929	ʂo³³	玉米。
󳾟	D1-01930	ne⁵⁵	绩（～麻）。
󳾠	D1-01931	t͡ɕo̰²¹	吓唬，吓（～人）。
󳾡	D1-01932	o²¹	越（～来～）。
󳾢	D1-02001	bu²¹	背峰（牛～～），眉（～毛），上（～方），头（房～）。
󳾣	D1-02002	vɚ²¹	黄昏（天～～），晚（天色～）。
󳾤	D1-02003	dɯ²¹	削（削木头的～）。
󳾥	D1-02004	sɯ³³	口吃（说话～～）。
󳾦	D1-02005	ɬi²¹	孙子。
󳾧	D1-02006	to̰²¹	牙吃草（田里的草）。
󳾨	D1-02007	t͡ɕi³³	三（老～）。
󳾩	D1-02008	mu²¹	做（～活）。
󳾪	D1-02009	lu³³	背箩。
󳾫	D1-02010	t͡sʰɔ³³	膻（味）。
󳾬	D1-02011	ᶮd͡ʑʰɤ̰²¹	捅（～窝）。
󳾭	D1-02012	sɑ³³	果子的词头。
󳾮	D1-02013	ɑ⁵⁵tʰi²¹	喷嚏（打～～）。
󳾯	D1-02014	ɣo³³	力，工。
󳾰	D1-02015	d͡ʑo³³	听见，听到。
󳾱	D1-02016	so̹³³	粒（谷～）。
󳾲	D1-02017	dɑ̰⁵⁵	爪（鸡后～）。
󳾳	D1-02018	bɚ̰²¹	胖（小孩）。
󳾴	D1-02019	ɬi³³	屎。
󳾵	D1-02020	ɕe³³	献祭（酒）。
󳾶	D1-02021	ʂo³³	找，寻找。
󳾷	D1-02022	pʰe³³⁻²¹	班（一～），辈（一～）。
󳾸	D1-02023	ɣo̹⁵⁵	赎（～回）。
󳾹	D1-02024	ʂɚ̰²¹	下（打一～）。
󳾺	D1-02025	d͡zu³³	群（一～）。
󳾻	D1-02026	t͡si⁵⁵	锄头。
󳾼	D1-02027	ko̰²¹	叉（蹄～），杈（树～）。
󳾽	D1-02028	hɤ³³	馋（嘴～）。
󳾾	D1-02029	t͡sʰɯ̰⁵⁵	涩（～味）。
󳾿	D1-02101	so̹³³	磨（～刀）。
󳿀	D1-02102	t͡ʂʰo̰²¹	铲，锄（～草）。
󳿁	D1-02103	ʂe⁵⁵	瘦（～肉）。
󳿂	D1-02104	d͡ʑi³³	明（天）。
󳿃	D1-02105	ʂo̰²¹	追踪（～足迹和谣言）。
󳿄	D1-02106	ɕe²¹	铁。
󳿅	D1-02107	pi⁵⁵	关（门），盖（～房子）。
󳿆	D1-02108	no̹⁵⁵	忘记。
󳿇	D1-02109	tʰɔ³³	横砍，刷（用弯刀～）。
󳿈	D1-02110	t͡ɕʰi³³	狗，戍（年）。
󳿉	D1-02111	ʂɚ̰²¹	破，烂（脚划～）。
󳿊	D1-02112	mo⁵⁵	教。
󳿋	D1-02113	kʰo̹̰²¹	拴。
󳿌	D1-02114	lɚ⁵⁵	卷起（皮破～～）。
󳿍	D1-02115	tʰɤ²¹	筒（一～树），段（一～路）。
󳿎	D1-02116	sɑ²¹	膀胱。
󳿏	D1-02117	he⁵⁵/e⁵⁵	哄，哄骗。
󳿐	D1-02118	t͡sʰɯ⁵⁵	塞，堵塞（～～洞）。
󳿑	D1-02119	se³³	棕（～树）。
󳿒	D1-02120	t͡ɕʰɔ²¹	条（一～牛），匹（一～马）。
󳿓	D1-02121	ɣo̰²¹	处（一～）。
󳿔	D1-02122	sɯ̰²¹	扫（～地），擦（～桌子）。
󳽯	D1-02123	ɑ⁵⁵	词头。
󳿖	D1-02124	ᵑɡʰo̹³³	小孩。
󳿗	D1-02125	do̹⁵⁵⁻³³	如（不～人家）。
󳿘	D1-02126	xo̹²¹ȵɯ²¹	沙子。
󳿙	D1-02127	ɬɔ³³	西（方）。
󳿚	D1-02128	fi⁵⁵	东（方）。
󳿛	D1-02201	tʰɚ³³	倒（推～）。
󳿜	D1-02202	ȵe²¹pi³³	下巴。
󳿝	D1-02203	dɚ̰³³	租子。
󳿞	D1-02204	vɔ³³	环（耳～）。
󳿟	D1-02205	ɣɑ̰⁵⁵ʑi³³	包包，口袋。
󳿠	D1-02206	nɯ²¹	久（多～）。
󳿡	D1-02207	d͡ʑi³³bo̰³³	钱。
󳿢	D1-02208	ȵi²¹	后（年）。
󳿣	D1-02209	ɕi⁵⁵	七。
󳿤	D1-02210	tɯ̰⁵⁵/ko̹³³	念，读（～书）。
󳿥	D1-02211	vḛ²¹	想，要想（打之义）。
󳿦	D1-02212	ɡɤ²¹	蓑衣。
󳿧	D1-02213	ɡɤ²¹	磨损。
󳿨	D1-02214	ɡɤ³³	囚禁（自动）。
󳿩	D1-02215	me³³	巧（手～）。
󳿪	D1-02216	no̹²¹	弟弟。
󳿫	D1-02217	t͡ʂɔ³³	转（打～～），绕（～路）。
󳿬	D1-02218	te⁵⁵/te²¹	专门，专程。
󳿭	D1-02219	t͡sɯ̰⁵⁵	备（准～）。
󳿮	D1-02220	ʂʅ⁵⁵	垢（汗～）。
󳿯	D1-02221	mu²¹	麻。
󳿰	D1-02222	to̹³³	扣，下（～鸟）。
󳿱	D1-02223	vɤ³³	樱桃。
󳿲	D1-02224	o⁵⁵	狐狸。
󳿳	D1-02225	de⁵⁵	云，说，曰。
󳿴	D1-02226	ɕɔ³³	香。
󳿵	D1-02227	lɔ³³	船。
󳿶	D1-02228	tɔ²¹	喂（～水）。
󳿷	D1-02229	tʰo²¹	莫，别。
󳿸	D1-02301	t͡ɕo³³	听（说给他～）。
󳿹	D1-02302	ȵe²¹	万。
󳿺	D1-02303	zo³³	儿子，男子。
󳿻	D1-02304	ᵑɡʰɤ³³	枕头，靠。
󳿼	D1-02305	dɯ³³	狐狸。
󳿽	D1-02306	t͡ɕʰɤ̰²¹	穿山甲。
󳿾	D1-02307	d͡ze³³	好，漂亮。
󳿿	D1-02308	lɯ̰²¹	动（蠕～，翻～）。
󴀀	D1-02309	hɑ̰⁵⁵	梿枷。
󴀁	D1-02310	ɳɚ³³	赌咒。
󴀂	D1-02311	ɣo̹³³	大。
󴀃	D1-02312	pḭ²¹	放（～屁）。
󴀄	D1-02313	lu⁵⁵	手淫。
󴀅	D1-02314	pu²¹	泡（～汤水）。
󴀆	D1-02315	ⁿdʰɚ²¹	沉淀（自动）。
󴀇	D1-02316	ne³³	彝（～族）。
󴀈	D1-02317	ⁿdʰɤ̰²¹	跺，踏。
󴀉	D1-02318	ŋɚ²¹	叫（猫～）。
󴀊	D1-02319	be⁵⁵	刀子。
󴀋	D1-02320	pɔ²¹	拐骗（～～他人）。
󴀌	D1-02321	ʑo̰²¹	生（～小孩）。
󴀍	D1-02322	ȵɯ⁵⁵	柳树（垂～～）。
󴀎	D1-02323	no³³	休息。
󴀏	D1-02324	tʰɑ̰⁵⁵	钉（～钉子）。
󴀐	D1-02325	vɚ̰²¹	趟（一～），转（一～）。
󴀑	D1-02326	t͡ʂʰɔ²¹	沿，顺（～着）。
󴀒	D1-02327	kʰu²¹	帽子。
󴀓	D1-02328	d͡ʑe⁵⁵	给。
󴀔	D1-02329	vɑ̰⁵⁵	猪。
󴀕	D1-02330	ti³³	一（十一）。
󴀖	D1-02331	tu³³/ɣɯ²¹	千。
󴀗	D1-02332	tʰɤ̰²¹	兜（用衣襟～着）。
󴀘	D1-02401	pʰu²¹	丘（一～田）。
󴀙	D1-02402	ho²¹	下，雨。
󴀚	D1-02403	lo³³	棉花。
󴀛	D1-02404	ɣɯ²¹	数（动词）。
󴀜	D1-02405	ɡɔ³³	种（地）。
󴀝	D1-02406	ȵɔ³³	糯（～米），粘（形容词）。
󴀞	D1-02407	ne⁵⁵	姐姐。
󴀟	D1-02408	tu⁵⁵	袋（衣～）。
󴀠	D1-02409	mɤ³³	闭（～嘴）。
󴀡	D1-02410	t͡ʂʰo̹²¹	抬，扛（双人）。
󴀢	D1-02411	be⁵⁵	臭味。
󴀣	D1-02412	ᶯd͡ʐʰɚ²¹	相信。
󴀤	D1-02413	dɚ³³	倒。
󴀥	D1-02414	ɑ³³	仍然，还是。
󴀦	D1-02415	hɤ²¹	陷（～下）。
󴀧	D1-02416	ⁿdʰɯ³³	泪（眼～）。
󴀨	D1-02417	lo²¹	尖刀草。
󴀩	D1-02418	ɣɯ⁵⁵	古代，从前。
󴀪	D1-02419	ɣɯ³³	骨头。
󴀫	D1-02420	xɤ̰²¹	娶（～媳妇）。
󴀬	D1-02421	t͡sʰḭ²¹	断（绳子～）。
󴀭	D1-02422	ᶮd͡ʑʰi⁵⁵	盘，搬（～东西）。
󴀮	D1-02423	ɣɚ̰²¹	划（～船）。
󴀯	D1-02424	ɬɑ̰⁵⁵	年轻（～～人）。
󴀰	D1-02425	t͡ʂʰo⁵⁵	伴（伙～），朋友。
󴀱	D1-02426	tʰo⁵⁵	钉（～被子）。
󴀲	D1-02427	so²¹	切（～菜）。
󴀳	D1-02428	t͡sʰɚ̰²¹	摘（～花）。
󴀴	D1-02429	bu²¹	埂子。
󴀵	D1-02430	xɚ̰²¹	迎（～接）。
󴀶	D1-02431	t͡ɕʰu⁵⁵	赔还。
󴀷	D1-02501	nu³³	软，嫩，泡（～核桃）。
󴀸	D1-02502	ʑɑ̰⁵⁵	错。
󴀹	D1-02503	ⁿdʰo²¹	荨麻。
󴀺	D1-02504	t͡ɕʰɔ²¹	阉（～母猪）。
󴀻	D1-02505	nu³³	背（刀～）。
󴀼	D1-02506	lɑ̰²¹	勤快。
󴀽	D1-02507	d͡zu³³	斧头。
󴀾	D1-02508	no²¹	鼻子。
󴀿	D1-02509	hɚ⁵⁵	腻（吃～了）。
󴁀	D1-02510	mɑ̰⁵⁵/t͡ɕʰe⁵⁵	做（～梦）。
󴁁	D1-02511	t͡ɕʰɚ³³	醒（睡～）。
󴁂	D1-02512	lu⁵⁵	儿（花～）。
󴁃	D1-02513	ᵑɡʰɤ³³	靠（～枕头）。
󴁄	D1-02514	lḛ²¹	两（一～）。
󴁅	D1-02515	ȵɯ²¹	绿。
󴁆	D1-02516	ʑo̰³³	雾。
󴁇	D1-02517	ʂɿ̰²¹	歪（～嘴）。
󴁈	D1-02518	d͡zɿ³³	潮湿。
󴁉	D1-02519	d͡ʑḭ³³	些（一～）。
󴁊	D1-02520	ɡo̹³³	裂（地面～，木板～）。
󴁋	D1-02521	kʰɔ³³	铺（～床）。
󴁌	D1-02522	ʂʅ⁵⁵	种子。
󴁍	D1-02523	t͡sʰɚ²¹	把（一～秧）。
󴁎	D1-02524	t͡ʂʰo⁵⁵	铳，枪。
󴁏	D1-02525	ʑo³³	香油。
󴁐	D1-02526	no̰²¹	豆子。
󴁑	D1-02527	tʰo̰²¹	啄，咬（蛇～）。
󴁒	D1-02528	bo̹³³	朵（一～花）。
󴁓	D1-02529	ɡo̰²¹	玩。
󴁔	D1-02530	fɚ³³	招（～手），甩（～手）。
󴁕	D1-02601	ȵe³³/t͡ɕʰɤ̰²¹	冰。
󴁖	D1-02602	sḭ⁵⁵	消（肿）。
󴁗	D1-02603	ŋo²¹	鳝鱼。
󴁘	D1-02604	ⁿd͡zʰɯ³³	脂，浆（树～）。
󴁙	D1-02605	ɳɑ̰²¹	开（～水）。
󴁚	D1-02606	vḭ⁵⁵	花（眼～）。
󴁛	D1-02607	xɔ²¹	穿山甲。
󴁜	D1-02608	ȵo̹²¹	门（家～）。
󴁝	D1-02609	bi²¹	步（一～）。
󴁞	D1-02610	ʑɔ²¹	自己，各自。
󴁟	D1-02611	nɚ⁵⁵	你们。
󴁠	D1-02612	mḛ⁵⁵	风流，出风头。
󴁡	D1-02613	nu³³	麻风病。
󴁢	D1-02614	ɣɯ³³	舅舅。
󴁣	D1-02615	t͡su⁵⁵	好。
󴁤	D1-02616	ʑɔ²¹	我。
󴁥	D1-02617	t͡ʂʰḭ²¹	惊（～跳）。
󴁦	D1-02618	d͡ʐɔ²¹	着（吃～，进行～）。
󴁧	D1-02619	lo̹³³	烫（开水～）。
󴁨	D1-02620	bo³³mo̹³³	毒疮。
󴁩	D1-02621	tɔ³³	拴（～起门）。
󴁪	D1-02622	ʂo̰⁵⁵	明子。
󴁫	D1-02623	so̰²¹	喜爱，爱（～喝酒）。
󴁬	D1-02624	t͡sʰo̹⁵⁵	割（～草）。
󴁭	D1-02625	mu²¹	毛。
󴁮	D1-02626	tɤ³³	镰刀。
󴁯	D1-02627	de³³	蟀。
󴁰	D1-02628	so³³	的，者。
󴁱	D1-02629	t͡se³³	留（～下东西）。
󴁲	D1-02630	po̰³³	返回，转回（一～来）。
󴁳	D1-02701	tɔ³³	害羞。
󴁴	D1-02702	ⁿdʰɔ⁵⁵	摔跤。
󴁵	D1-02703	fe³³	宽（平面的～）。
󴁶	D1-02704	lo̰³³	正午，中午。
󴁷	D1-02705	to̹³³	云，云彩。
󴁸	D1-02706	zi³³	尿，小便。
󴁹	D1-02707	mi³³	地（土～）。
󴁺	D1-02708	ⁿdʰo²¹	蕨菜。
󴁻	D1-02709	ɬu³³	高粱。
󴁼	D1-02710	t͡ʂʰo̹⁵⁵	举（～手），拍（～手）。
󴁽	D1-02711	nɑ³³	你。
󴁾	D1-02712	dɯ³³	签（抽～）。
󴁿	D1-02713	nɔ²¹	赶（～吆牲口）。
󴂀	D1-02714	nɑ̰⁵⁵	深（水～），早（～来）。
󴂁	D1-02715	ⁿdʰo̰²¹	踢。
󴂂	D1-02716	zɯ³³	锈。
󴂃	D1-02717	ɳo̹̰²¹	等量（一样多）。
󴂄	D1-02718	vḭ⁵⁵	家（～门）。
󴂅	D1-02719	ʂo̹⁵⁵	爱护，溺爱。
󴂆	D1-02720	ʂo̹³³	早（来得～）。
󴂇	D1-02721	ɬɯ̰²¹	触动。
󴂈	D1-02722	no²¹	病，疼。
󴂉	D1-02723	di²¹	去了。
󴂊	D1-02724	dɤ⁵⁵	放跑（自动）。
󴂋	D1-02725	bu²¹	欠（账），差（账）。
󴂌	D1-02726	zɯ³³	烁（闪～）。
󴂍	D1-02727	ɳɯ²¹	久（好～）。
󴂎	D1-02728	t͡ɕʰɚ³³	箐鸡。
󴂏	D1-02729	t͡sʰo̹²¹	叼（鹰～小鸡）。
󴂐	D1-02730	t͡sʰe³³	犁铧。
󴂑	D1-02731	si²¹	打，吹（～口哨）。
󴂒	D1-02732	lo³³⁻²¹	犁担，公黄牛。
󴂓	D1-02801	dɚ̰²¹	元（一～钱）。
󴂔	D1-02802	ⁿdʰu⁵⁵	椽子。
󴂕	D1-02803	xɚ³³	劈（雷～）。
󴂖	D1-02804	ᵐbʰi²¹	闯（～人）。
󴂗	D1-02805	pɤ²¹	被子。
󴂘	D1-02806	mu³³	地（慢慢～）。
󴂙	D1-02807	lu³³	龙，辰（属相）。
󴂚	D1-02808	xɑ̰⁵⁵	摘（～果子）。
󴂛	D1-02809	tɔ²¹	使…松。
󴂜	D1-02810	ᵑɡʰɔ²¹	次（一～回）。
󴂝	D1-02811	bo³³	有（～盐）。
󴂞	D1-02812	ɣɯ³³	面（前）。
󴂟	D1-02813	bo̹³³	六指。
󴂠	D1-02814	t͡ɕʰḭ²¹	咬（狗～着）。
󴂡	D1-02815	ve³³	害着（鬼～～）。
󴂢	D1-02816	t͡ʂɑ̰⁵⁵	煮。
󴂣	D1-02817	ɑ⁵⁵kɔ³³	蒿枝。
󴂤	D1-02818	bo̰⁵⁵	仍然，还是。
󴂥	D1-02819	po̰²¹	托（寄～）。
󴂦	D1-02820	t͡ʂʰɚ³³	节省，省。
󴂧	D1-02821	d͡ʐɚ³³	互相。
󴂨	D1-02822	be²¹	膝盖。
󴂩	D1-02823	bɤ̰²¹	苞芽，萌芽。
󴂪	D1-02824	so⁵⁵	哑（噪子～）。
󴂫	D1-02825	d͡zʰɯ³³	赢，胜利。
󴂬	D1-02826	ɕi²¹	类（一～），种（一～），号（这～人）。
󴂭	D1-02827	ɬɔ³³	祭（～龙，～谷）。
󴂮	D1-02828	d͡ʑe³³	床。
󴂯	D1-02829	tɯ̰²¹	把（一～秧）。
󴂰	D1-02830	ȵɯ³³	乖顺，温驯。
󴂱	D1-02901	ȵe³³	炭（火～）。
󴂲	D1-02902	ɣu²¹	东西。
󴂳	D1-02903		替前字符号。
󴂴	D1-02904	ⁿdʰɚ̰²¹	痰（口～）。
󴂵	D1-02905	d͡ʐɚ²¹	真。
󴂶	D1-02906	be³³	小腿肚。
󴂷	D1-02907	ŋɔ²¹ɡɤ²¹	奇怪。
󴂣	D1-02908	ɑ⁵⁵	蒿枝。
󴂸	D1-02909	t͡ɕʰu³³	声音。
󴂹	D1-02910	dɯ̰⁵⁵	壳（苞谷～，笋～）。
󴂺	D1-02911	ŋɑ̰²¹	鸟。
󴂻	D1-02912	tʰo³³	刀子。
󴂼	D1-02913	to̹³³	栽种。
󴂽	D1-02914	so⁵⁵	本（书～）。
󴂾	D1-02915	t͡ʂʰɤ³³	这。
󴂿	D1-02916	d͡ʑe³³	乌鸦。
󴃀	D1-02917	d͡zɑ̰³³	生（～肉），活（～柴）。
󴃁	D1-02918	t͡ɕʰi³³	脚。
󴃂	D1-02919	ʂu⁵⁵/xu⁵⁵	收拢（～口袋）。
󴃃	D1-02920	t͡ʂo̹³³	柜子。
󴃄	D1-02921	su³³	彝人。
󴃅	D1-02922	t͡ɕʰɑ̰⁵⁵	弓，弩。
󴃆	D1-02923	t͡ɕʰḛ²¹	月琴。
󴃇	D1-02924	ʑḭ⁵⁵	公公（男人之义）。
󴃈	D1-02925	sɿ²¹	神。
󴃉	D1-02926	t͡ʂo̰²¹	面酱。
󴃊	D1-02927	de⁵⁵	所有，全部。
󴃋	D1-02928	vɚ̰²¹	搂（～在怀里）。
󴃌	D1-02929	li²¹	道理。
󴃍	D1-02930	ɣo̰⁵⁵	蓝（～色）。
󴃎	D1-03001	si⁵⁵li³³	石榴。
󴃏	D1-03002	pʰɑ̰²¹	股（屁～）。
󴃐	D1-03003	t͡ɕʰɯ²¹	角（牛羊～）。
󴃑	D1-03004	d͡ʑḭ²¹	垮（埂子～）。
󴃒	D1-03005	t͡ʂʰɔ⁵⁵	校正（把弯的～～直）。
󴃓	D1-03006	t͡ʂo̹⁵⁵	更（～好）。
󴃔	D1-03007		蠓虫。
󴃕	D1-03008	ŋɔ³³	要（～不～）。
󴃖	D1-03009	ȵḛ⁵⁵	泥，土。
󴃗	D1-03010	ᵐbʰu³³	推。
󴃘	D1-03011	d͡zɤ²¹	齐，并排，双（一～）。
󴃙	D1-03012	sɯ⁵⁵	姑爷，郎（新～）。
󴃚	D1-03013	t͡si³³	砌（～墙）。
󴃛	D1-03014	t͡ɕɔ³³	快。
󴃜	D1-03015	tɚ³³	祭（祖）。
󴃝	D1-03016	hɔ²¹	苍蝇。
󴃞	D1-03017	pʰɤ³³	网（鱼～）。
󴃟	D1-03018	t͡ʂʅ³³	土基。
󴃠	D1-03019	lɚ³³	箐鸡。
󴃡	D1-03020	se⁵⁵	右（手）。
󴃢	D1-03021	lɯ⁵⁵	跌倒。
󴃣	D1-03022	me³³	晚（今～）。
󴃤	D1-03023	ʑɔ²¹	麻（芋头～）。
󴃥	D1-03024	o³³	皇帝。
󴃦	D1-03025	dɤ²¹	落（日～）。
󴃧	D1-03026	me³³	明（松～子很～）。
󴃨	D1-03027	ɳɔ²¹	拦（～住）。
󴃩	D1-03028	t͡ʂʰɚ³³	经（～吃），耐（～用）。
󴃪	D1-03101	d͡zɚ̰²¹	席（～子，滑～）。
󴃫	D1-03102	ȵḛ⁵⁵	嘴。
󴃬	D1-03103	t͡ɕʰḭ⁵⁵	晚（～上）。
󴃭	D1-03104	ne³³	穗（谷～，麦～）。
󴃮	D1-03105	ȵḛ⁵⁵	中午。
󴃯	D1-03106	te⁵⁵	凝结（血～～）。
󴃰	D1-03107	lɤ³³	镰（刀）。
󴃱	D1-03108	vɑ⁵⁵	吧（助词）。
󴃲	D1-03109	dɯ̰⁵⁵	褪色（衣裤～～）。
󴃳	D1-03110	ŋɯ̰²¹	撬（～石头）。
󴃴	D1-03111	ʑɑ̰⁵⁵	迷（～路）。
󴃵	D1-03112	bu³³	蚂蚱。
󴃶	D1-03113	d͡zɯ̰³³	付（一～马鞍）。
󴃷	D1-03114	mɚ⁵⁵	萎靡，昏迷，休克。
󴃸	D1-03115	ɣɯ⁵⁵	那（～儿）。
󴃹	D1-03116	t͡ʂʰḭ⁵⁵	山羊。
󴃺	D1-03117	d͡ʐi⁵⁵	梨。
󴃻	D1-03118	t͡so̰²¹	杆（一～秤，一～枪）。
󴃼	D1-03119	fo³³	可惜。
󴃽	D1-03120	ʑɑ²¹⁻³³	吧（走～）。
󴃾	D1-03121	ⁿd͡zʰɿ⁵⁵	呻吟（病疼～～）。
󴃿	D1-03122	tʰe⁵⁵	嗑（～瓜子）。
󴄀	D1-03123	vo̹²¹	买。
󴄁	D1-03124	mu⁵⁵	孵（～小鸡）。
󴄂	D1-03125	ȵɤ³³	短（长～）。
󴄃	D1-03126	ko̹³³	拣，拾。
󴄄	D1-03127	kɚ̰²¹	场（一～雨）。
󴄅	D1-03128	bo̹²¹	蝉（知了）。
󴄆	D1-03129	xɯ̰²¹	斟，倒（～酒）。
󴄇	D1-03130	ⁿd͡zʰɑ̰²¹	滴漏（～～水）。
󴄈	D1-03131	ʑɑ̰²¹	吐（把嘴里饭和石子等一齐～出）。
󴄉	D1-03201	kɑ̰³³	管辖。
󴄊	D1-03202	t͡sɚ̰²¹	捆（一～柴）。
󴄋	D1-03203	ʂu³³	（蜂）蜡。
󴄌	D1-03204	lu²¹	禄（福～）。
󴄍	D1-03205	bɔ⁵⁵⁻³³	洞，空心。
󴄎	D1-03206	t͡ɕʰḭ⁵⁵	坑害，连累。
󴄏	D1-03207	ʑi⁵⁵	跑。
󴄐	D1-03208	t͡ɕʰɔ³³	挑拣，选。
󴄑	D1-03209	bu²¹	随，跟随。
󴄒	D1-03210	me²¹	擦（药），涂（药）。
󴄓	D1-03211	ȵɤ̰²¹	挤（人～）。
󴄔	D1-03212	kɑ̰⁵⁵	疼（扯～）。
󴄕	D1-03213	d͡ʐɔ⁵⁵	另外。
󴄖	D1-03214	d͡ʐo³³	咒（～骂）。
󴄗	D1-03215	ŋɤ̰²¹	悬岩（前倾状悬岩口）。
󴄘	D1-03216	ŋo³³	狱（地～）。
󴄙	D1-03217	t͡ʂʅ³³	指（手～）。
󴄚	D1-03218	si³³	聪明。
󴄛	D1-03219	bɔ²¹	生（～孩子），富有。
󴄜	D1-03220		建造（～～房子）。
󴄝	D1-03221	bɔ³³	处（你～）。
󴄞	D1-03222	bo̹̰²¹	巴（牛干～）。
󴄟	D1-03223	ʂo̹³³	蛇，金子。
󴄠	D1-03224	dɑ̰³³	豆角。
