glyph_unified	src_ref	pronunciation	meaning
󵰯	D2-1392	hɛ³³	鼠，子（属相）。
󵰰	D2-1393	ve³³	豺狼，豺狗。
󵰱	D2-1394	bɯ²¹	背（绳）（几股一起）。
󵰲	D2-1395	tʰo³³	抖（灰）。
󵰳	D2-1396	hio³³	养（子女），蓄（头发），留下。
󵰴	D2-1397	ti⁵⁵	独（儿子）。
󵰵	D2-1398	pe³³	做，办（事）。
󵰶	D2-1399	pʰe³³	臂手臂。
󵰷	D2-1400	t͡ʂʰɯ²¹	贷（私人间借贷，定期还的一种方式）。
󵰸	D2-1401	le³³	脖（be³³），脖子（子）。
󵰹	D2-1402	bu³³	吻（小孩）。
󵰺	D2-1403	si³³	（le²¹～）戒指。
󵰻	D2-1404	po³³	蒙（鼓），绷（鼓）。
󵰼	D2-1405	bə³³	（你）的。
󵰽	D2-1406	a³³	词头。
󵰾	D2-1407	pʰə³³	拴（在地桩上）。
󵰿	D2-1408	na⁵⁵	垫（鞍）。
󵱀	D2-1409	d͡ʑi³³	盖（被子）。
󵱁	D2-1410	tʰe³³	（棍子）尖。
󵱂	D2-1411	pe³³	毕摩。
󵱃	D2-1412	ua⁵⁵	盘旋。
󵱄	D2-1413	di³³	到达，抵达。
󵱅	D2-1414	ȵɛ³³	（～bɯ²¹）地莲花。
󵱆	D2-1415	d͡ʐɛ²¹	（拴）住，（拴）起。
󵱇	D2-1416	t͡ʂu⁵⁵	（一）床（被子）。
󵱈	D2-1417	pʰia³³	泼（水），撒（粪）。
󵱉	D2-1418	pʰu³³	翻（肠），反（穿衣）。
󵱊	D2-1419	pɯ³³	（he⁵⁵～）肚子。
󵱋	D2-1420	o²¹	（～bɛ³³）碗。
󵱌	D2-1421	pʰe³³	（～tʰo²¹）犁板。
󵱍	D2-1422	d͡ʑu²¹	筋。
󵱎	D2-1423	tə³³	折（树枝），撇（树枝）。
󵱏	D2-1424	ʑe²¹	（地上）爬（行），手脚并用地爬。
󵱐	D2-1425	ta⁵⁵	（一）段（路）。
󵱑	D2-1426	ɕu²¹	祭祀桩。
󵱒	D2-1427	ɡo²¹	（～lə³³lə³³）圆球形。
󵱓	D2-1428	d͡ʑi²¹	（手）茧。
󵱔	D2-1429	be²¹	（sə³³～）半夜。
󵱕	D2-1430	pia³³	（～di³³di³³）矮（朵朵）。
󵱖	D2-1431	t͡ʂo³³	（一）串（珠子）。
󵱗	D2-1432	ŋa²¹	（～ȵi³³）红署。
󵱘	D2-1433	t͡ʂʰo³³	（一）页，（一）张。
󵱙	D2-1434	t͡si³³	（睫）毛，（谷）芒，（麦）芒。
󵱚	D2-1435	kua³³	掼（谷子）。
󵱛	D2-1436	tʰe³³	（no³³～）痧子。
󵱜	D2-1437	te²¹	仰，仰起。
󵱝	D2-1438	po⁵⁵	（kʰɑ²¹～）另外，其它。
󵱞	D2-1439	t͡ʂʰa²¹	生姜，姜。
󵱟	D2-1440	t͡ʂʰu³³	（人）种。
󵱠	D2-1441	t͡ʂɯ³³	撕（烂衣服）。
󵱡	D2-1442	t͡ɕe³³	（棍子头）挑，（用筷子）拈。
󵱢	D2-1443	tʰe³³	不会生儿的母畜。
󵱣	D2-1444	la²¹	（盐）臼。
󵱤	D2-1445	tʰu³³	穿（孔）。
󵱥	D2-1446	pʰu³³	开（门），开（锁），打开。
󵱦	D2-1447	ɕe³³	水獭。
󵱧	D2-1448	ŋo³³	（筷子）夹，拈。
󵱨	D2-1449	le³³	重孙。
󵱩	D2-1450	ʑɛ³³	挵（叶子）。
󵱪	D2-1451	hiu³³	混杂，搀杂。
󵱫	D2-1452	d͡ze³³	套，付（指配套的东西）。
󵱬	D2-1453	pʰe³³	痨病。
󵱭	D2-1454	ɕe³³	（绵羊）毛。
󵱮	D2-1455	ɣo³³	簸（米）。
󵱯	D2-1456	t͡sʰi²¹	药。
󵱰	D2-1457	pʰu²¹	泡沬子。
󵱱	D2-1458	mə⁵⁵	（手）肘，（脚）后跟。
󵱲	D2-1459	t͡ʂʰɯ²¹	早饭。
󵱳	D2-1460	t͡ʂʰɯ³³	甜。
󵱴	D2-1461	ʑe³³	笑。
󵱵	D2-1462	t͡ʂa⁵⁵	（冰）冻。
󵱶	D2-1463	lɛ³³	（t͡sɛ³³～）火把节。
󵱷	D2-1464	la³³	锤（子），（～tʰu³³）锤子。
󵱸	D2-1465	t͡ɕʰi²¹	（～t͡ɕʰə³³）撮箕，粪箕。
󵱹	D2-1466	bi³³	实（岁）。
󵱺	D2-1467	ti³³	砧板。
󵱻	D2-1468	be³³	（ɕi²¹～）厕所。
󵱼	D2-1469	tə³³	（吃）着，（住）着。
󵱽	D2-1470	la²¹	（木）盆。
󵱾	D2-1471	lə³³	煨（水），烧（水）。
󵱿	D2-1472	so³³	（～ke³³）古龙流星。
󵲀	D2-1473	t͡su²¹	堵（水），蓄水。
󵲁	D2-1474	t͡ʂo³³	钟（庙里的大钟）。
󵲂	D2-1475	na³³	（～vu³³）谢谢。
󵲃	D2-1476	la²¹	（～sɑ⁵⁵）柏杨树。
󵲄	D2-1477	lə³³	滚（石头）。
󵲅	D2-1478	ku³³	（～d͡zu²¹）灶。
󵲆	D2-1479	ɕio³³	（一）条（裤子）。
󵲇	D2-1480	tu³³	碰。
󵲈	D2-1481	t͡ɕʰə³³	（t͡ɕʰi²¹～）撮箕，粪箕。
󵲉	D2-1482	ɣu⁵⁵	（～bɯ²¹）药，（ɣu⁵⁵～）罐，茶罐。
󵲊	D2-1483	sa⁵⁵	（lɑ²¹～）柏杨树。
󵲋	D2-1484	lɛ²¹	（mɛ²¹～hɑ³³）蝠，蝙蝠。
󵲌	D2-1485	ma²¹	（黑）暗，黑暗，夜深。
󵲍	D2-1486	pʰɯ⁵⁵	秧草。
󵲎	D2-1487	fɛ³³	炎（伤口发炎）。
󵲏	D2-1488	t͡ɕo⁵⁵	（～lu³³）心窝骨。
󵲐	D2-1489	tʰi⁵⁵	（kʰu⁵⁵～）牛铃铛。
󵲑	D2-1490	kʰa²¹	撒（松毛）。
󵲒	D2-1491	pe⁵⁵	绝（种）。
󵲓	D2-1492	tə³³	（he⁵⁵～）千层肚。
󵲔	D2-1493	hio³³	百。
󵲕	D2-1494	d͡ʑo³³	手镯。
󵲖	D2-1495	vu³³	肠子，山里红。
󵲗	D2-1496	tʰe⁵⁵	要（账）。
󵲘	D2-1497	si⁵⁵	像，似，一样，相似。
󵲙	D2-1498	pɛ³³	蹦，跳，跳舞。
󵲚	D2-1499	mo³³	个，竹子。
󵲛	D2-1500	ɕo³³	月亮，一个月。
󵲜	D2-1501	fu³³	蛋。
󵲝	D2-1502	t͡ɕi³³	（苦）胆。
󵲞	D2-1503	t͡sʰu²¹	（气候）热，（水）热。
󵲟	D2-1504	t͡sʰo²¹	盐。
󵲠	D2-1505	dɛ³³	（～le²¹）菜刀。
󵲡	D2-1506	lu⁵⁵	裤子。
󵲢	D2-1507	lo³³	舌头。
󵲣	D2-1508	bə³³	（～lu³³）盖盖，盖子。
󵲤	D2-1509	bə³³	海。
󵲥	D2-1510	d͡ʐu³³	锁（名词，动词）。
󵲦	D2-1511	o³³	鹅。
󵲧	D2-1512	ʂu⁵⁵	野鸡。
󵲨	D2-1513	ʂə⁵⁵	绳子。
󵲩	D2-1514	ȵɛ̠⁵⁵	张（嘴），张开。
󵲪	D2-1515	li⁵⁵	（菜）秧，（稻）秧。
󵲫	D2-1516	t͡sʰe³³	鹿。
󵲬	D2-1517	t͡ɕʰe³³	（～me²¹du³³）（肚）脐。
󵲭	D2-1518	ɣu⁵⁵	头，首（先）。
󵲮	D2-1519	bɯ³³	菩萨，公黄牛。
󵲯	D2-1520	bɯ²¹	罐，坛子。
󵲰	D2-1521	t͡ɕu³³	（～t͡ɕu³³）云雀。
󵲱	D2-1522	ȵi³³	在（碗里），在（器皿里）。
󵲲	D2-1523	ɛ³³	鸭子。
󵲳	D2-1524	so³³	（顺地）梭，拣（猪在地上吹气拣吃）。
󵲴	D2-1525	kʰə³³	掏，抠，刻。
󵲵	D2-1526	kʰe³³	（头发）分（梳）。
󵲶	D2-1527	mio²¹	猴子，申。
󵲷	D2-1528	kʰe³³	墒，垅（地），凸（出来）。
󵲸	D2-1529	na⁵⁵	（ʂi⁵⁵～）（石）榴。
󵲹	D2-1530	t͡ʂʰu³³	剃（头）。
󵲺	D2-1531	pa³³	（一）条（绳），（一）条（牛），（一）条（羊）。
󵲻	D2-1532	lu²¹	够。
󵲼	D2-1533	t͡sə³³	张（口袋）。
󵲽	D2-1534	lɛ²¹	舔。
󵲾	D2-1535	ɡo²¹	荞子。
󵲿	D2-1536	lo²¹	（把豆皮）捞（去）。
󵳀	D2-1537	bɯ³³	芽果（刚结的嫩果）。
󵳁	D2-1538	t͡sʰi³³	聚集会。
󵳂	D2-1539	kʰə³³	（～lu³³）木勺，调羹。
󵳃	D2-1540	sə³³	穿（针）。
󵳄	D2-1541	t͡ʂʰo²¹	挑唆，告密。
󵳅	D2-1542	t͡ʂʰə³³	耐（打），耐（寒）。
󵳆	D2-1543	tie³³	拖，拉，拽。
󵳇	D2-1544	ʑo³³	哥哥。
󵳈	D2-1545	tu⁵⁵	女人生殖器。
󵳉	D2-1546	me³³	（～du²¹）眼（睛），眼睛。
󵳊	D2-1547	ke⁵⁵	汗水，传染。
󵳋	D2-1548	t͡ʂʰɯ²¹	（no³³～）（豆）腐，豆腐。
󵳌	D2-1549	ȵi³³	（瓜）瓤。
󵳍	D2-1550	sə³³	梭，穿梭。
󵳎	D2-1551	pa³³	（no⁵⁵～）（耳）朵，耳朵。
󵳏	D2-1552	t͡sʰu²¹	搜查。
󵳐	D2-1553	ɡiɛ²¹	追赶。
󵳑	D2-1554	pʰə³³	（bio²¹～）（蜂）包，蜂包，山包。
󵳒	D2-1555	me²¹	饿。
󵳓	D2-1556	diu³³	慢。
󵳔	D2-1557	lu³³	石（头），石头。
󵳕	D2-1558	t͡sə³³	美（丽），美丽。
󵳖	D2-1559	t͡ʂʰo²¹	（sɛ²¹～）橄榄。
󵳗	D2-1560	lu²¹	（ɣu⁵⁵～）吊锅，沙锅。
󵳘	D2-1561	ɣu⁵⁵	（～lu²¹）吊锅，沙锅。
󵳙	D2-1562	tʰe⁵⁵	打（人），从上往下舂打。
󵳚	D2-1563	bɯ³³	啼，叫，（公鸡打）鸣。
󵳛	D2-1564	də³³	男人生殖器。
󵳜	D2-1565	bə²¹	（牛）蹄子，（马）蹄子，（羊）蹄子。
󵳝	D2-1566	nu²¹	（ɣu⁵⁵～）（脑）髓。
󵳞	D2-1567	mo³³	（ɕi³³～）蛆，生蛆。
󵳟	D2-1568	tie³³	癫痫。
󵳠	D2-1569	pʰə³³	撒（粪），追肥，施肥。
󵳡	D2-1570	t͡sɛ³³	震（耳朵）。
󵳢	D2-1571	pʰu²¹	起包块，鼓起来。
󵳣	D2-1572	lo³³	（ko³³～）小跳小走。
󵳤	D2-1573	di²¹	想，想念。
󵳥	D2-1574	ma²¹	老，毕摩，长官。
󵳦	D2-1575	pe³³	（睡一）觉，阵，场。
󵳧	D2-1576	mɯ³³	（麦）面。
󵳨	D2-1577	d͡za³³	学，学习。
󵳩	D2-1578	mɯ³³	含（在嘴里）。
󵳪	D2-1579	mi³³	熟。
󵳫	D2-1580	bə³³	（月）亮，亮（堂堂）。
󵳬	D2-1581	ʑo²¹	溢（液体满后）溢（出来）。
󵳭	D2-1582	li³³	（鸡）膆子。
󵳮	D2-1583	se³³	挑选，选，选择。
󵳯	D2-1584	t͡sʰe²¹	镲。
󵳰	D2-1585	fə⁵⁵	（～t͡sɯ³³）面份。
󵳱	D2-1586	t͡sʰua³³	双脚并跳。
󵳲	D2-1587	a³³	（～t͡ʂʰui³³）鹌，（ɑ³³～）鹌鹑。
󵳳	D2-1588	ka²¹	性交。
󵳴	D2-1589	t͡sə⁵⁵	（～sɛ²¹）板栗，椎栗树。
󵳵	D2-1590	sə⁵⁵	磨牙，咬牙。
󵳶	D2-1591	d͡zi²¹	闭（嘴）。
󵳷	D2-1592	bɯ²¹	背（使动）。
󵳸	D2-1593	ʑe²¹	习惯，瘾。
󵳹	D2-1594	ŋə²¹	窥探，调查，愉看。
󵳺	D2-1595	ɡiɛ²¹	痤疮。
󵳻	D2-1596	t͡ʂʰə³³	（纺）车，（牛）车，（马）车。
󵳼	D2-1597	mɯ³³	（ɑ³³～lɯ³³）土瓜。
󵳽	D2-1598	nu²¹	（面粉）细。
󵳾	D2-1599	ɣu³³	（～mo³³）簸箕。
󵳿	D2-1600	t͡su⁵⁵	罩按（用手或物套住鸟），盖住。
󵴀	D2-1601	pɯ³³	（də²¹～）鸠，鸽子，斑鸠。
󵴁	D2-1602	t͡ɕʰe³³	弓，箭。
󵴂	D2-1603	lə³³	（～mɯ²¹）暖（和），暖和，温暖。
󵴃	D2-1604	tə⁵⁵	放（火）（使动），挑唆，挑拨。
󵴄	D2-1605	lu³³	（t͡ʂʰɯ³³～）糖。
󵴅	D2-1606	tɛ³³	形容眼大似鼓出来。
󵴆	D2-1607	tʰu³³	（lɑ³³～）（锤）子，锤子。
󵴇	D2-1608	t͡se⁵⁵	连接，传递。
󵴈	D2-1609	t͡ɕe²¹	（～sɔ³³）箱（子），箱子。
󵴉	D2-1610	pʰə²¹	痣。
󵴊	D2-1611	t͡ʂə³³	行（一行）。
󵴋	D2-1612	mɛ²¹	所有，全部，光光。
󵴌	D2-1613	t͡su³³	租赁。
󵴍	D2-1614	mɯ³³	憨，傻，愚蠢。
󵴎	D2-1615	tə³³	同岁，同样大，一样多。
󵴏	D2-1616	ho⁵⁵	衣服合身。
󵴐	D2-1617	ɕio²¹	（～lo²¹）魔（芋），魔芋。
󵴑	D2-1618	də³³	恶人。
󵴒	D2-1619	lia⁵⁵	（马）料。
󵴓	D2-1620	du²¹	（le³³～）道理，俗话。
󵴔	D2-1621	tʰu³³	厚。
󵴕	D2-1622	kʰu³³	弯曲。
󵴖	D2-1623	ne³³	黑。
󵴗	D2-1624	tʰu²¹	开（亲），开（路）。
󵴘	D2-1625	li⁵⁵	炼（铁），炼（铜）。
󵴙	D2-1626	t͡ɕʰe²¹	（衣服）领，领子。
󵴚	D2-1627	lu²¹	城（市）。
󵴛	D2-1628	pʰiu³³	白，银子。
󵴜	D2-1629	pɛ³³	（o²¹～）碗。
󵴝	D2-1630	t͡sʰi³³	（人来）齐。
󵴞	D2-1631	kʰa⁵⁵	舀，盛（饭）。
󵴟	D2-1632	mio²¹	多（少）。
󵴠	D2-1633	t͡sʰɛ²¹	（～nə³³）臭尿，恶臭。
󵴡	D2-1634	d͡ʐu²¹	腰。
󵴢	D2-1635	kɯ³³	关，囚禁（使动）。
󵴣	D2-1636	do²¹	（用手或衣）接。
󵴤	D2-1637	pa³³	（～ku³³）腮巴。
󵴥	D2-1638	bu³³	（吃）饱。
󵴦	D2-1639	ɡo³³	（～t͡ɕʰe²¹）窗子。
󵴧	D2-1640	mi²¹	（～nə⁵⁵）清静。
󵴨	D2-1641	pe³³	（t͡ʂa²¹～）伴侣，伙伴。
󵴩	D2-1642	ne³³	（～he³³）灾祸。
󵴪	D2-1643	ho³³	（～t͡ɕo³³）准（备），预备，准备。
󵴫	D2-1644	to³³	高祖。
󵴬	D2-1645	ɣə²¹	（～t͡sɯ³³）锯子。
󵴭	D2-1646	t͡so²¹	（mo²¹～）脏，肮脏。
󵴮	D2-1647	ʂi⁵⁵	使睡，陪小孩入睡。
󵴯	D2-1648	ze⁵⁵	审（问），审问。
󵴰	D2-1649	d͡zə³³	桥。
󵴱	D2-1650	d͡ʑo²¹	想念，爱。
󵴲	D2-1651	pa²¹	（脚）绊（手）。
󵴳	D2-1652	ɡu²¹	棺材。
󵴴	D2-1653	bu³³	花色，花布。
󵴵	D2-1654	lo²¹	（ɑ²¹～）嫂嫂。
󵴶	D2-1655	t͡sʰu³³	（fu⁵⁵～）斧头，斧子。
󵴷	D2-1656	kiɛ⁵⁵	（la³³～）箐箐，凹子，山沟沟。
󵴸	D2-1657	pə³³	锛（名词）。
󵴹	D2-1658	d͡ze³³	余（出），（多）余。
󵴺	D2-1659	a²¹	不，没有。
󵴻	D2-1660	ə³³	（麂子）叫。
󵴼	D2-1661	tə³³	（手）捧。
󵴽	D2-1662	pa³³	裂出，倒，竖，突出。
󵴾	D2-1663	ke³³	越，越来越。
󵴿	D2-1664	la²¹	南，贿（赂），贿赂。
󵵀	D2-1665	lə²¹	（一）个（儿子）。
󵵁	D2-1666	pe³³	通过进出过。
󵵂	D2-1667	bo³³	的（助词），（来）的，（去）的。
󵵃	D2-1668	ɣə²¹	（～bu²¹）饱嗝。
󵵄	D2-1669	se³³	癣。
󵵅	D2-1670	t͡sʰo²¹	（～pʰe²¹）土（垡），土垡。
󵵆	D2-1671	ne⁵⁵	深，贪心，心黑。
󵵇	D2-1672	na²¹	板栗。
󵵈	D2-1673	fu²¹	撒谎。
󵵉	D2-1674	nɛ²¹	（什）么，（那）么。
󵵊	D2-1675	lo²¹	（～bo²¹）被子。
󵵋	D2-1676	t͡sʰe²¹	镲（乐器）。
󵵌	D2-1677	ʑo³³	无精打采。
󵵍	D2-1678	d͡zo²¹	嫉妒，仇恨。
󵵎	D2-1679	be³³	节子，树节子。
󵵏	D2-1680	t͡ɕi³³	马蹬。
󵵐	D2-1681	li³³	络绎不绝状。
󵵑	D2-1682	fu³³	（ʂɯ⁵⁵～）石灰。
󵵒	D2-1683	ʂo³³	收购。
󵵓	D2-1684	vua²¹	（～lɑ²¹）大汤碗器皿。
󵵔	D2-1685	la²¹	（vuɑ²¹～）大汤碗器皿。
󵵕	D2-1686	kə²¹	坝坎不平。
󵵖	D2-1687	ɡo²¹	（嘴）嚼。
󵵗	D2-1688	d͡zɛ²¹	缠（小孩～着要东西）。
󵵘	D2-1689	ɡu²¹	该（悔恨之意）。
󵵙	D2-1690	me²¹	（t͡ɕʰe³³～du²¹）肚脐。
󵵚	D2-1691	mi³³	梦。
󵵛	D2-1692	nu²¹	净肉，肉。
󵵜	D2-1693	t͡ʂa³³	（一）转，（一）轮，（一）趟。
󵵝	D2-1694	ȵi²¹	（sɛ²¹～）木炭。
󵵞	D2-1695	t͡so³³	（ɑ³³～）怎么，怎样，如何。
󵵟	D2-1696	tʰi³³	（牛）斗架，（羊）斗架。
󵵠	D2-1697	e²¹	作主。
󵵡	D2-1698	le³³	几乎。
󵵢	D2-1699	t͡su⁵⁵	罩（鸡），竖（谷把）。
󵵣	D2-1700	ʂə³³	（一）升，升（子）。
󵵤	D2-1701	d͡zi³³	（相）遇。
󵵥	D2-1702	ʂu³³	（看）守。
󵵦	D2-1703	lə³³	樱桃。
󵵧	D2-1704	d͡zo²¹	吃。
󵵨	D2-1705	d͡ʑi³³	冷。
󵵩	D2-1706	pʰə³³	挤在一起挤成堆。
󵵪	D2-1707	vu³³	（～di³³）蝌（蚪），蝌蚪。
󵵫	D2-1708	pu⁵⁵	（～ʑi⁵⁵）故意，偏偏。
󵵬	D2-1709	me²¹	（～ɡo²¹）梅葛。
󵵭	D2-1710	ɡə²¹	木作梯。
󵵮	D2-1711	vu³³	香肠。
󵵯	D2-1712	və⁵⁵	理沟，放水。
󵵰	D2-1713	bio²¹	懦弱，软弱，无能。
󵵱	D2-1714	lɛ²¹	狗吃水，舔。
󵵲	D2-1715	d͡ʑa³³	酒席，打伤。
󵵳	D2-1716	t͡sʰui³³	催（促）。
󵵴	D2-1717	ku²¹	过（来），过（去）。
󵵵	D2-1718	ȵɛ²¹	瓦。
󵵶	D2-1719	də³³	（脑）壳。
󵵷	D2-1720	t͡sə²¹	（t͡si⁵⁵～）（说话）口吃。
󵵸	D2-1721	pʰɯ⁵⁵	祖先。
󵵹	D2-1722	ɣa²¹	（见脏物）恶心。
󵵺	D2-1723	lo²¹	（～kʰo³³）蔑帽，雨帽。
󵵻	D2-1724	bə³³	平坦。
󵵼	D2-1725	he³³	哎哟，被歪，害，坑（动词）。
󵵽	D2-1726	pa³³	（～pɑ³³）艰（难），艰难。
󵵾	D2-1727	ȵi³³	（～t͡ʂʰu²¹）辱没。
󵵿	D2-1728	kʰe³³	挖路，平地基。
󵶀	D2-1729	d͡ze²¹	阴暗，潮湿（pɯ³³）。
󵶁	D2-1730	ʑɛ²¹	高傲。
󵶂	D2-1731	d͡zi²¹	严实，无缝。
󵶃	D2-1732	t͡ɕʰo²¹	响（声）。
󵶄	D2-1733	tʰu²¹	（蜂）桶。
󵶅	D2-1734	fu³³	胀，性发（性欲）。
󵶆	D2-1735	da³³	服（水土），习惯。
󵶇	D2-1736	d͡zɛ³³	（竹）帘，竹帘。
󵶈	D2-1737	tʰe³³	尖溜溜。
󵶉	D2-1738	do³³	适应，水土。
󵶊	D2-1739	tʰɛ⁵⁵	无毛鸡。
󵶋	D2-1740	hia³³	狗哭。
󵶌	D2-1741	ŋə²¹	点头，打瞌睡。
󵶍	D2-1742	pʰu²¹	嫩（指小猪肉和木材）。
󵶎	D2-1743	mɯ²¹	（lə³³～）（温）暖，温暖。
󵶏	D2-1744	me⁵⁵	（粮食）灰包，拜寄（干爹）。
󵶐	D2-1745	bɯ³³	发芽。
󵶑	D2-1746	ma³³	（顺）畅，顺畅。
󵶒	D2-1747	t͡ʂu⁵⁵	收缩，收紧。
󵶓	D2-1748	ʑo³³	约定。
󵶔	D2-1749	he⁵⁵	（一）夜，（一）晚。
󵶕	D2-1750	d͡ʑe²¹	牲口，牲畜。
󵶖	D2-1751	tu²¹	竖（柱子）。
󵶗	D2-1752	ɡə²¹	（～pə³³）小腿。
󵶘	D2-1753	kʰu⁵⁵	答，答话，回答。
󵶙	D2-1754	tʰo²¹	（pʰe³³～）犁板。
󵶚	D2-1755	tʰo²¹	时间，时候。
󵶛	D2-1756	pʰe⁵⁵	扇（量词），（一）扇（门），（一）床（被子）。
󵶜	D2-1757	tʰa⁵⁵	烫（名词，形容词）。
󵶝	D2-1758	bɯ⁵⁵	梳子。
󵶞	D2-1759	lə³³	石（量词），（一）石（粮食）。
󵶟	D2-1760	t͡ʂʰɯ³³	（～lu³³）糖。
󵶠	D2-1761	t͡sʰi³³	鸡肚子里的小蛋。
󵶡	D2-1762	ve⁵⁵	甩（掉）。
󵶢	D2-1763	kʰu³³	嘴（巴）。
󵶣	D2-1764	ɣɯ²¹（sɛ）	桃子。
󵶤	D2-1765	ke³³	星星。
󵶥	D2-1766	kʰə³³	那（个），那（人）。
󵶦	D2-1767	be²¹	裂痕。
󵶧	D2-1768	t͡si³³	（fə⁵⁵～）面粉。
󵶨	D2-1769	t͡ʂɯ³³	拔（草）。
󵶩	D2-1770	tu²¹	扶起来。
󵶪	D2-1771	de³³	（ɑ²¹～kɑ³³）哪儿，哪里。
󵶫	D2-1772	ɕe⁵⁵	（～tɑ³³）害（羞），害羞。
󵶬	D2-1773	ȵi³³	揉。
󵶭	D2-1774	ku³³	假面具。
󵶮	D2-1775	fe⁵⁵	浪费，耗资，耗。
󵶯	D2-1776	nə⁵⁵	（～mo³³）妹妹（妹子）。
󵶰	D2-1777	bo²¹	侧面。
󵶱	D2-1778	t͡si³³	（ɣə²¹～）锯子。
󵶲	D2-1779	ʂo⁵⁵	（～t͡ɕʰe²¹）记（住），记（忆）。
󵶳	D2-1780	do³³	能干，能力强。
󵶴	D2-1781	ʂɯ³³	舍（本），水（下去）。
󵶵	D2-1782	pa³³	（碓）档。
󵶶	D2-1783	di²¹	捆扎。
󵶷	D2-1784	li⁵⁵	蜕（皮）（使动）。
󵶸	D2-1785	ɡa²¹	旧（用旧已损的木勺和木盒）。
󵶹	D2-1786	ta³³	（kɑ³³～）脊背。
󵶺	D2-1787	tʰə²¹	（～lə²¹）疙（瘩），死疙瘩。
󵶻	D2-1788	ke³³	（so³³～）古龙流星。
󵶼	D2-1789	ve⁵⁵	打楸。
󵶽	D2-1790	he³³	（ne³³～）灾祸。
󵶾	D2-1791	kʰiɛ³³	好歹，命不好。
󵶿	D2-1792	t͡ɕe⁵⁵	养（家畜）。
󵷀	D2-1793	pʰa³³	逃跑。
󵷁	D2-1794	pʰe²¹	（～me³³）脸颊，嘴巴。
󵷂	D2-1795	ti³³	告（诉），（控～）。
󵷃	D2-1796	t͡ɕi³³	装（东西）。
󵷄	D2-1797	vu³³	话，语言。
󵷅	D2-1798	ɡa³³	（～li⁵⁵）茄（子），茄子。
󵷆	D2-1799	pia³³	躲（雨）。
󵷇	D2-1800	ʑa³³	绵羊。
󵷈	D2-1801	pʰə⁵⁵	肿。
󵷉	D2-1802	d͡ʐo²¹	咒（不礼貌的话）。
󵷊	D2-1803	pʰɛ³³	掀（开），翻（开）。
󵷋	D2-1804	və⁵⁵	左（右）。
󵷌	D2-1805	pə⁵⁵	（菜）苔，穗包，杆。
󵷍	D2-1806	d͡ʑe³³	凉水。
󵷎	D2-1807	t͡ʂa³³	（kʰɯ²¹～）藏（东西）。
󵷏	D2-1808	kua⁵⁵	掛子。
󵷐	D2-1809	ʑu⁵⁵	还，还再，再，又，仍然，还是。
󵷑	D2-1810	sɛ²¹	胱，（pʰu²¹～）膀胱，尿泡。
󵷒	D2-1811	ɣə³³	颤抖状。
󵷓	D2-1812	ti⁵⁵	（le²¹～）锥子。
󵷔	D2-1813	do²¹	能，可以。
󵷕	D2-1814	t͡sʰu³³	（一）丛（苗）。
󵷖	D2-1815	nə³³	（～ȵi³³kʰu⁵⁵）后年。
󵷗	D2-1816	ho³³	（～ɕe³³）回族。
󵷘	D2-1817	ȵi³³	（我）和（你）。
󵷙	D2-1818	pʰe²¹	脸（面）。
󵷚	D2-1819	kɯ³³	（鸡）冠，（马）鬃。
󵷛	D2-1820	pə³³	缝补（衣物）。
󵷜	D2-1821	zi⁵⁵	亿。
󵷝	D2-1822	ȵɛ⁵⁵	擗，掰（粑粑）。
󵷞	D2-1823	tʰi⁵⁵	加，添。
󵷟	D2-1824	ʑi³³	水。
󵷠	D2-1825	bu³³	浮，漂，漂浮。
󵷡	D2-1826	ɡə²¹	涉水，渡。
󵷢	D2-1827	ka⁵⁵	（ɛ³³～）野鸭。
󵷣	D2-1828	ʐɯ³³	漏（水）。
󵷤	D2-1829	la³³	（ɑ²¹～）轻轻（地扫），轻轻地，轻轻的。
󵷥	D2-1830	ta⁵⁵	荡（刀子），磨刀。
󵷦	D2-1831	ma³³	（kʰu²¹～）（芝）麻，芝麻。
󵷧	D2-1832	zi³³	染（布）。
󵷨	D2-1833	ko⁵⁵	（～t͡so⁵⁵）包谷天花。
󵷩	D2-1834	ma³³	（kʰu²¹～）燕麦。
󵷪	D2-1835	d͡ʐɯ³³	（ʑe³³～）好笑。
󵷫	D2-1836	ɕe³³	清澈。
󵷬	D2-1837	bə³³	（ȵi²¹～）柿子。
󵷭	D2-1838	lo²¹	（从水中）捞（东西）。
󵷮	D2-1839	bɯ²¹	蚯，（di³³）蚯蚓。
󵷯	D2-1840	pʰia³³	泼（泼水或从碗中泼出来），泼水浇菜。
󵷰	D2-1841	kɯ⁵⁵	有（的），有（时）。
󵷱	D2-1842	pa³³	棍棒断裂而翘起。
󵷲	D2-1843	no⁵⁵	（～bɛ²¹）水瓢。
󵷳	D2-1844	bə³³	（li²¹～）（坟）墓。
󵷴	D2-1845	ɕo³³	灵魂，魂。
󵷵	D2-1846	hə²¹	浇（水）。
󵷶	D2-1847	t͡ʂə⁵⁵	露水。
󵷷	D2-1848	nɛ³³	浑（浊水）。
󵷸	D2-1849	tʰə³³	断（棍子），（竹子）断。
󵷹	D2-1850	t͡si⁵⁵	吐沫（名词），唾液。
󵷺	D2-1851	ti³³	（浸）泡，淋（雨）。
󵷻	D2-1852	d͡ʑe²¹	蜻蜓。
󵷼	D2-1853	bɛ²¹	（no⁵⁵～）水瓢。
