glyph_unified	src_ref	pronunciation	meaning
	U1-43503		柏（树）。
	U1-43504		〖罗汉松（滇名杉树〗）。
	U1-43505		观瞻。展望。
	U1-43506		蒸，焖。
	U1-43507		是。为何。总是。4〖是一种什么……〗。
	U1-43601		炎热。
	U1-43602		悬（空）。〖摆额博，彝语指昆明西山〗。
	U1-43701		（绵羊）毛。棉。
	U1-43702		擤（xing）〖鼻涕〗。
	U1-43703		新。辛（天干第八位）。
	U1-43704		害。
	U1-43801		带，领。
	U1-43802		好色。
	U1-43803		迎接。
	U1-43804		（石）沙。
	U1-43805		小（路），毛（路）。
	U1-43806		铠甲。
	U1-43807		
	U1-43901		摘。扯。
	U1-43902		修（枝）。
	U1-43903		（用手）剔。
	U1-43904		啃。咬（使动）。
	U1-43905		〖灯盏〗。
	U1-43906		〖群众，百姓〗。
	U1-44001		泻（肚子，拉肚子）。倒（水）。
	U1-44002		洁净，干净。
	U1-44003		大象。
	U1-44004		〖枪〗。
	U1-44005		〖嫉妒〗。
	U1-44006		〖部分竹制用具〗，簸（箕）。
	U1-44101		叹（气）。
	U1-44102		
	U1-44103		收缩。
	U1-44104		纠缠。
	U1-44105		理（顺），理（通）。
	U1-44106		掉，开（虚词）。
	U1-44107		
	U1-44201		解（大，小便）。
	U1-44202		撒（撒遍，普及）。
	U1-44203		浇（水），洒（水）。
	U1-44204		姓。
	U1-44205		引（水）。
	U1-44206		早（晨）。
	U1-44301		（你，我，他）们。
	U1-44302		（祭）献。
	U1-44303		裙子。
	U1-44304		池，海，湖。〖地名，人名用词〗。
	U1-44305		铁。地名用词。
	U1-44401		首，曲（量词）。
	U1-44402		重字。
	U1-44403		〖象声词〗。
	U1-44404		刀。
	U1-44405		〖天麻〗。
	U1-44501		
	U1-44601		与。（互）相。
	U1-44602		模糊。
	U1-44603		鸡。酉（地支）。〖地名用词〗。〖芫荽〗。
	U1-44701		织。
	U1-44702		
	U1-44703		腹。〖受贿〗。〖怀孕〗。
	U1-44704		亿。
	U1-44705		洋。
	U1-44706		宝，〖鹳鹤〗。〖谷窝，滇南彝语指昆明〗。
	U1-44801		碧，蓝。
	U1-44802		越，愈。
	U1-44803		南（方）。〖慕阿卧，人名，“六祖”第四位〗。
	U1-44804		瞀（mao）〖目眩。心绪纷乱。愚昧。〗。
	U1-44805		颜面。
	U1-44806		吼。
	U1-44901		膨胀。
	U1-44902		（屎，尿，乳）急。2。〖气愤〗。
	U1-44903		瓜（类）。
	U1-44904		高祖。
	U1-44905		（语气词）。
	U1-44906		窄。
	U1-44907		突（然），忽（然）。
	U1-44908		（马）鞍。
	U1-45001		〖野猫〗。〖黄鼠狼〗。
	U1-45002		〖凤凰〗。
	U1-45003		（以）后。
	U1-45004		得。〖回答〗。
	U1-45005		（一）切。
	U1-45006		粮食（古语）。
	U1-45101		亲（爱）。
	U1-45102		古，先，前。
	U1-45103		紫红色。
	U1-45104		碾（nian）。
	U1-45105		哭。
	U1-45106		繁（殖）。〖额非明宗，人名，汉文古籍记作安胜祖，彝族罗甸水西最后一世君长〗。
	U1-45201		切（片）。
	U1-45202		熊。
	U1-45203		〖大仓〗。
	U1-45204		〖砧板〗。
	U1-45301		烙。
	U1-45302		醉。
	U1-45303		肾。
	U1-45304		百合。
	U1-45401		〖呃，语气词〗。
	U1-45402		（母鸡）叫。呃（象声词）。
	U1-45403		弈（弈人（与古濮人同见于彝文古书））。
	U1-45404		莓。
	U1-45405		唾（液）。
	U1-45406		〖酸木瓜〗。〖胡琴〗。
	U1-45501		（词头）阿。
	U1-45502		（语气词）啊。
	U1-45503		答应。
	U1-45504		（乌鸦）叫。
	U1-45505		卡。
	U1-45506		水牛。
	U1-45507		噢（应允声）。
	U1-45508		揍。
	U1-45601		空间垂直的下面。
	U1-45602		他们（引述语）。〖俄卓，西昌的彝语名称〗。
	U1-45603		〖懒惰〗。〖困倦〗。
	U1-45604		馊。
	U1-45605		〖什么〗。
	U1-45606		头。
	U1-45701		（因）为。
	U1-45702		〖瘌蛤蟆〗。〖蝌蚪〗。
	U1-45703		印章。
	U1-45704		今。〖词头〗。
	U1-45705		叫（人）〖传唤〗。
	U1-45801		（花）蕾。骨朵。
	U1-45802		捂（嘴）。掩（耳）。
	U1-45901		〖海拔较低的河坝地区。（亚热带〗。
	U1-45902		说。
	U1-45903		九节狸。黄腰狸。白面狸。花狸。
	U1-45904		风。
	U1-45905		家（养）。
	U1-46001		饿。
	U1-46002		八（数词）。
	U1-46003		站（立）。
	U1-46004		胃。
	U1-46005		（牛）滚（水）。
	U1-46006		嘴。
	U1-46101		畜牲（古语）。
	U1-46102		房。
	U1-46103		天。
	U1-46104		茬（名词）。茬（量词）。〖大季小季〗。
	U1-46105		万（数词）。
	U1-46201		兑（卦名）。〖远古部族名〗。
	U1-46202		莓。
	U1-46203		（出）丑，（丢）脸。
	U1-46204		兑（卦名）。〖远古部族名〗。
	U1-46205		攻打。
	U1-46206		（水）淹没，浸泡。
	U1-46301		站（使动）。
	U1-46302		善，贤，吉，良。〖恩情〗。
	U1-46303		傻。鲁莽。
	U1-46304		〖现在〗。
	U1-46305		〖土坎〗。
	U1-46306		晕（头晕）。
	U1-46307		响。（（1）反响。（2〗，报复，报仇，报应。〖3）纠缠。）。
	U1-46401		（马，羊）叫。
	U1-46402		〖口袋，挎包〗。
	U1-46403		
	U1-46404		（水）沸腾。（水）泛滥。（水）冒。
	U1-46405		〖姑子（丈夫的姐妹〗）。
	U1-46406		鼠。子（地支的第一位）。
	U1-46501		
	U1-46502		〖哼哈〗。
	U1-46503		哈（欠）。张（口）。
	U1-46504		锦鸡。
	U1-46505		守卫，保卫。
	U1-46506		仔（牛）。
	U1-46601		土目（土司管辖下的头目）。官（家）。
	U1-46602		鼾（han）。
	U1-46603		混合，掺和。
	U1-46604		（腐）朽。
	U1-46605		泡（汤）。
	U1-46606		〖杨梅〗。
	U1-46607		蛆虫。生（蛆虫）。
	U1-46608		吆喝。
	U1-46701		薅。除草（拔除苗间的草）。
	U1-46702		见。〖知识〗。〖依靠，仰仗。重视，瞧得起。〗。〖美姑县〗。
	U1-46703		等待，等候。
	U1-46704		〖葡萄〗。
	U1-46705		雨。冰雹。名词用词。
	U1-46801		〖毕摩的法帽〗。
	U1-46802		绵羊。未（地支第八位）。
	U1-46803		〖丧祭歌〗。
	U1-46804		绿。
	U1-46805		禾（苗）。〖蕨苔〗。
	U1-46806		魂魄。鬼。〖螳螂〗。
	U1-46901		（皮）革。
	U1-46902		〖山岭〗。〖刀耕火种〗。〖威荣〗。
	U1-46903		养育。
	U1-46904		月（名词）〖月亮〗。月（量词）。
	U1-46905		染（布）。
	U1-46906		百（数词）。
	U1-47001		马（古语）。
	U1-47002		培育，护育。
	U1-47003		空旷。
	U1-47004		摆谈。
	U1-47005		陷落。
	U1-47006		叛。
	U1-47101		
