glyph_unified	src_ref	pronunciation	meaning
󳼳	D1-0452	t͡ɕʰe³³	处（宽～）形容词的尺度。
󳼴	D1-0453	ᶯd͡ʐʰu²¹	首（一～），曲（一～）。
󳼵	D1-0454	ʐɑ³³	仅，仅仅，只是。
󳼶	D1-0455	zɤ³³	用，使用。
󳼷	D1-0456	ʑo³³	痒。
󳼸	D1-0457	ɣo̰⁵⁵	肚子，小肚。
󳼹	D1-0458	lḭ⁵⁵	翘（～首）。
󳼺	D1-0459	hɔ⁵⁵	羡慕，爱慕（指人或物）恋。
󳼻	D1-0460	t͡ɕḛ²¹	放（～给），（～盐）。
󳼼	D1-0461	ȵo̹²¹	（X～）弟弟。
󳼽	D1-0462	t͡ʂhe²¹	尖，削尖。
󳼾	D1-0463	tʰɑ³³	一。
󳼿	D1-0464	ȵi⁵⁵	二。
󳽀	D1-0465	sɑ³³	三。
󳽁	D1-0466	t͡sʰḭ²¹	眨（～眼）。
󳽂	D1-0467	sɚ̰⁵⁵	认识，知道，懂。
󳽃	D1-0468	tʰi³³	他，它。
󳽄	D1-0469	ɡɔ³³	停（雨～）。
󳽅	D1-0470	dɯ³³	长工，雇工。
󳽆	D1-0471	t͡sʰe²¹	（X～）碓。
󳽇	D1-0472	kʰɤ²¹	牢实，牢固。
󳽈	D1-0473	lɔ²¹	（～X）芦（～苇）　芦苇。
󳽉	D1-0474	t͡sʰɯ²¹	捏（～成团）。
󳽊	D1-0475	ɬɚ²¹	摇（～树）。
󳽋	D1-0476	pʰe⁵⁵	剖（～肚子）。
󳽌	D1-0477	vɚ³³	樱桃，桃子。
󳽍	D1-0478	d͡ʐʰo̹²¹	齿，（牙～）。
󳽎	D1-0479	kʰɯ³³	（X～）烟子，火烟。
󳽏	D1-0480	ȵi²¹	天，日（一～）。
󳽐	D1-0481	tʰɔ²¹	（～X）纸。
󳽑	D1-0482	mo̰⁵⁵	反扣（～碗），盖住。
󳽒	D1-0483	xo³³	肉。
󳽓	D1-0484	ne³³	（～X）闻（用鼻子～）。
󳽔	D1-0485	fo̹²¹	干涸，干旱。
󳽕	D1-0486	li³³	重。
󳽖	D1-0487	ᶯd͡ʐʰo̹³³	斜，歪，走线。
󳽗	D1-0488	tu²¹	直。
󳽘	D1-0489	lɑ̰⁵⁵	柜子。
󳽙	D1-0490	su³³	书，文字。
󳽚	D1-0491	lḛ²¹	（X～～）堂堂（亮～）。
󳽛	D1-0492	t͡ʂhɤ̰²¹	插（～在地上）。
󳽜	D1-0493	do̰²¹	下（～雪），成功，做成。
󳽝	D1-0494	ᶮd͡ʑʰi²¹	皮子（牛～），（羊～）。
󳽞	D1-0495	zɔ²¹	中，着（打～）。
󳽟	D1-0496	ⁿdʰɑ̰⁵⁵	滑（路～）。
󳽠	D1-0497	ne²¹	红。
󳽡	D1-0498	ɬɔ²¹	厩，面房，圈。
󳽢	D1-0499	t͡ʂho̹²¹	堵（一～云）（一～墙）。
󳽣	D1-0500	sɿ²¹	牵（～牛），（～人）。
󳽤	D1-0501	tʰɤ²¹	拃（动量）。
󳽥	D1-0502	do̰⁵⁵	着（点～），燃着。
󳽦	D1-0503	tʰɔ³³	青松。
󳽧	D1-0504	ɬɤ⁵⁵	眺望，看。
󳽨	D1-0505	be²¹	（～X）蕨（～菜）。
󳽩	D1-0506	tʰe³³	单数（～双）。
󳽪	D1-0507	to̰²¹	撑，顶（～门），托（～腮巴），拄（动词）。
󳽫	D1-0508	xɤ̰²¹	挤（～牛奶）。
󳽬	D1-0509	mɔ³³	尸体，死尸。
󳽭	D1-0510	t͡ɕi³³	敢（～做）。
󳽮	D1-0511	du⁵⁵	（～X）后（前～）。
󳽯	D1-0512	ɑ⁵⁵	昨（～天），词头，表示尊称。
󳽰	D1-0513	vḭ⁵⁵	穿（～衣），（～着）。
󳽱	D1-0514	ɕe²¹	着（拿～），持着（～枪）。
󳽲	D1-0515	t͡ʂɔ³³	（～X）蚂蚱。
󳽳	D1-0516	ɣo̰²¹	得到。
󳽴	D1-0517	kʰo̰⁵⁵	握（～弯），（～直）。
󳽵	D1-0518	ɬɚ³³	野外（～外）。
󳽶	D1-0519	ʂo³³	小麦。
󳽷	D1-0520	ʂo³³	穷困，困难，歉，欠。
󳽸	D1-0521	d͡zu³³	凿（～子）。
󳽹	D1-0522	d͡zo̰²¹	长（树～着）。
󳽺	D1-0523	tʰɑ²¹	（～X）兔子，卯（～年）。
󳽻	D1-0524	ʂe³³	前（～天），（～年）。
󳽼	D1-0525	ɳɯ³³	逗玩，闹玩。
󳽽	D1-0526	d͡ʐʰɔ²¹	在（～家），有（～无）。
󳽾	D1-0527	xɤ²¹	桑（～树）。
󳽿	D1-0528	ne²¹	（～X）肋骨。
󳾀	D1-0529	t͡ɕi²¹	紧（勒～），（松～）。
󳾁	D1-0530	ne³³	（X～）女（妇～）。
󳾂	D1-0531	mo²¹	（X～）妇（～女）。
󳾃	D1-0532	t͡se³³	十（二～），（七～）。
󳾄	D1-0533	ʂɑ̰⁵⁵	交叉（互相～）。
󳾅	D1-0534	kɯ²¹	盖（～瓦），撒（～瓦）。
󳾆	D1-0535	bu⁵⁵	背（～柴）（自动）。
󳾇	D1-0536	ᵑɡʰo̰³³	（X～）门。
󳾈	D1-0537	pʰe³³	体（X～）　身体。
󳾉	D1-0538	ʑo̹³³/xo̰²¹	梭（～坡）。
󳾊	D1-0539	ȵi²¹	坐。
󳾋	D1-0540	ᵑɡʰu²¹	修理，医（～病）。
󳾌	D1-0541	bu²¹	（X～）棍子。
󳾍	D1-0542	ŋɯ̰⁵⁵	（～X）桩（树～）。
󳾎	D1-0543	t͡ɕʰo̰⁵⁵	六。
󳾏	D1-0544	dɚ̰²¹	割（～肉），裁（～衣）。
󳾐	D1-0545	ne³³	女（女儿的～）。
󳾑	D1-0546	de²¹	飞。
󳾒	D1-0547	ŋɤ²¹	动摇，脱（锄头～）脱掉。
󳾓	D1-0548	ɡɔ³³	散（街子～）。
󳾔	D1-0549	ʂɑ̰⁵⁵	（X～）干净。
󳾕	D1-0550	ko̰²¹	（～X）拳头。
󳾖	D1-0551	ɡu²¹	块（一～地）。
󳾗	D1-0552	xo̰²¹/³³	大象。
󳾘	D1-0553	xo²¹	送（～人），（～鬼）。
󳾙	D1-0554	kʰɯ²¹	内，里（～面）。
󳾚	D1-0555	tɯ³³	斗（名量）。
󳾛	D1-0556	t͡ɕe³³	（X～）茶。
󳾜	D1-0557	to̹⁵⁵	绣（～花）。
󳾝	D1-0558	ʑo̰³³	（X～）蚂蚁。
󳾞	D1-0559	ʂo³³	（～X）玉米，包谷。
󳾟	D1-0560	ne⁵⁵	绩。
󳾠	D1-0561	t͡ɕo̰²¹	吓唬，嚇（～人）。
󳾡	D1-0562	o²¹	越（～来～）。
󳾢	D1-0563	bu²¹	背峰（牛～）眉（～毛）上（～方）头（房～）。
󳾣	D1-0564	vɚ²¹	黄昏（天～），晚（天色～）。
󳾤	D1-0565	dɯ²¹	削（～木头）。
󳾥	D1-0566	sɯ³³	（～X）口吃（说话～～）。
󳾦	D1-0567	ɬi²¹	（～X）孙子。
󳾧	D1-0568	to̰²¹	牛吃草（田里的草）。
󳾨	D1-0569	t͡ɕi³³	三（排行老～）。
󳾩	D1-0570	mu²¹	做，干（～活）。
󳾪	D1-0571	lu³³	（X～）背箩。
󳾫	D1-0572	t͡sʰɔ³³	膻味（味）。
󳾬	D1-0573	ᶮd͡ʑʰɤ²¹	捅（～蜂窝）。
󳾭	D1-0574	so³³	果子的词头，水果，果子。
󳾮	D1-0575	tʰi²¹	（X～）喷嚏（打～～）。
󳾯	D1-0576	ɣo³³	力，工。
󳾰	D1-0577	d͡ʑo³³	听见，听到。
󳾱	D1-0578	so̹³³	粒（谷～）。
󳾲	D1-0579	dɑ̰⁵⁵	爪（鸡～）。
󳾳	D1-0580	bɚ̰²¹	（～XX）胖（～小孩）。
󳾴	D1-0581	ɬi³³	屎。
󳾵	D1-0582	ɕe³³	献，祭（～酒），上缴，交给。
󳾶	D1-0583	ʂo³³	找，寻找。
󳾷	D1-0584	pʰe³³	班（一～），辈（一～）。
󳾸	D1-0585	ɣo̹⁵⁵	赎（～回）。
󳾹	D1-0586	ʂɚ̰²¹	下（打一～）。
󳾺	D1-0587	d͡zu³³	群（一～）。
󳾻	D1-0588	t͡si⁵⁵	（～X）锄头。
󳾼	D1-0589	ko̰²¹	叉（蹄～），杈（树～）。
󳾽	D1-0590	hɚ³³	馋（嘴～）。
󳾾	D1-0591	t͡sʰɯ̰⁵⁵	涩（～味）。
󳾿	D1-0592	so̹³³	磨（～刀）。
󳿀	D1-0593	t͡ʂho̰²¹	铲，锄（～草）。
󳿁	D1-0594	ʂe⁵⁵	瘦（～肉）。
󳿂	D1-0595	d͡ʑi³³	（X～X）明（～天）。
󳿃	D1-0596	ʂo̰²¹	追踪（～足迹和谣言）。
󳿄	D1-0597	ɕe²¹	铁。
󳿅	D1-0598	pi⁵⁵	关（～门），盖（～房子）。
󳿆	D1-0599	ɳo̹⁵⁵	忘记，淡忘。
󳿇	D1-0600	tʰɔ³³	横砍。
󳿈	D1-0601	t͡ɕʰi³³	狗，戍年。
󳿉	D1-0602	ʂɚ̰²¹	破，烂（脚划～）。
󳿊	D1-0603	mo⁵⁵	教，指点。
󳿋	D1-0604	kʰo̹̰²¹	拴。
󳿌	D1-0605	lɚ⁵⁵	卷起（皮破～）。
󳿍	D1-0606	tʰɤ²¹	筒（一～树），段（一～路）。
󳿎	D1-0607	sɑ²¹	膀（～X）膀胱，尿泡。
󳿏	D1-0608	he⁵⁵/e⁵⁵	哄，哄骗。
󳿐	D1-0609	t͡sʰɯ̰⁵⁵	塞，堵塞（～～洞）。
󳿑	D1-0610	se³³	（～X）棕，棕树。
󳿒	D1-0611	t͡ɕʰɔ²¹	条（一～牛），匹（一～马）。
󳿓	D1-0612	ɣo̰²¹	处（一～），处所。
󳿔	D1-0613	sɯ̰²¹	扫（～地），擦（～桌子）。
󳽯	D1-0614	ɑ⁵⁵	词头。
󳿖	D1-0615	ᵑɡʰo̹³³	（X～）小孩。
󳿗	D1-0616	do̹⁵⁵/³³	如（不～人家），比不上不及。
󳿘	D1-0617	xo̹²¹/ȵɯ²¹	沙子。
󳿙	D1-0618	ɬɔ³³	西（方）。
󳿚	D1-0619	fi⁵⁵	东（方）。
󳿛	D1-0620	tʰɚ³³	倒（推～）。
󳿜	D1-0621	ȵe²¹/pi³³	（～X）下巴。
󳿝	D1-0622	dɚ³³	（X～）租子。
󳿞	D1-0623	vɔ³³	环（耳～），耳环。
󳿟	D1-0624	ɣɑ̰⁵⁵/ʑi³³	（～X）包包，口袋。
󳿠	D1-0625	ɳɯ²¹	久（多～）。
󳿡	D1-0626	d͡ʑi³³	（～X）钱币。
󳿢	D1-0627	ȵi²¹	（X～X）后（～年）。
󳿣	D1-0628	ɕi⁵⁵	七，柒。
󳿤	D1-0629	tɯ̰⁵⁵	念，读（～书）。
󳿥	D1-0630	vḛ²¹	想，要想（打之义）。
󳿦	D1-0631	ɡɤ²¹	（～X）簔衣。
󳿧	D1-0632	ɡɤ²¹	磨损。
󳿨	D1-0633	ɡɤ³³	囚禁（自动）。
󳿩	D1-0634	me³³	（～X）巧（手～）。
󳿪	D1-0635	no̹²¹	弟弟。
󳿫	D1-0636	t͡ʂɔ³³	转（打～～），绕（～路）。
󳿬	D1-0637	te⁵⁵/te²¹	专门，专程。
󳿭	D1-0638	t͡sɯ̰⁵⁵	（X～）备（准～）　准备。
󳿮	D1-0639	ʂʅ⁵⁵	垢（汗～）。
󳿯	D1-0640	mu²¹	麻，大麻。
󳿰	D1-0641	to̹³³	扣，下（～鸟），（～套）。
󳿱	D1-0642	vɤ³³	桃（X～），桃子，樱桃。
󳿲	D1-0643	o⁵⁵	（～X）狐（～狸），狐狸。
󳿳	D1-0644	de⁵⁵	云，说，曰。
󳿴	D1-0645	ɕɔ³³	香。
󳿵	D1-0646	lɔ³³	船，舟。
󳿶	D1-0647	tɔ²¹	喂（～水）。
󳿷	D1-0648	tʰɑ²¹	莫，别。
󳿸	D1-0649	t͡ɕo³³	听（说给他～）。
󳿹	D1-0650	ȵe²¹	万。
󳿺	D1-0651	zo³³	儿子，男子。
󳿻	D1-0652	ᵑɡʰɤ³³	（～X）枕头，靠。
󳿼	D1-0653	dɯ³³	（X～）狸（狐～），狐狸。
󳿽	D1-0654	t͡ɕʰɤ̰²¹	（XX～）穿山甲。
󳿾	D1-0655	d͡ze³³	好，漂亮。
󳿿	D1-0656	lɯ̰³³	动（蠕～），（翻～）。
󴀀	D1-0657	hɑ̰⁵⁵	（～X）梿枷。
󴀁	D1-0658	ɳɚ³³	赌咒。
󴀂	D1-0659	ɣo̹³³	大。
󴀃	D1-0660	pḭ²¹	放（～屁）。
󴀄	D1-0661	lu⁵⁵	手滛。
󴀅	D1-0662	pu²¹	泡（～汤水）。
󴀆	D1-0663	ⁿdʰɚ²¹	沉淀。
󴀇	D1-0664	ne³³	彝（～族）。
󴀈	D1-0665	ⁿdʰɤ̰²¹	踩，踏。
󴀉	D1-0666	ŋɚ²¹	叫（猫～）。
󴀊	D1-0667	be⁵⁵	刀子。
󴀋	D1-0668	pɔ²¹	拐骗（～～他人）。
󴀌	D1-0669	ʑo̰²¹	生（～小孩）。
󴀍	D1-0670	ȵɯ⁵⁵	（X～）柳树。
󴀎	D1-0671	no³³	休息，停止。
󴀏	D1-0672	tʰɑ̰⁵⁵	钉（～钉子）。
󴀐	D1-0673	vɚ̰²¹	趟（一～），转（一～）。
󴀑	D1-0674	t͡ʂhɔ²¹	沿，顺（～着）。
󴀒	D1-0675	kʰu²¹	（ʔX～）帽子。
󴀓	D1-0676	d͡ʑe⁵⁵	给。
󴀔	D1-0677	vɑ̰⁵⁵	猪。
󴀕	D1-0678	ti³³	一（十一），（二十一）。
󴀖	D1-0679	tu³³/ɣɯ²¹	千。
󴀗	D1-0680	tʰɤ̰²¹	兜（用衣襟～着）。
󴀘	D1-0681	pʰu²¹	丘（一～田）。
󴀙	D1-0682	ho²¹	下（～雨），雨。
󴀚	D1-0683	lo³³	（X～）棉花。
󴀛	D1-0684	ɣɯ²¹	数。
󴀜	D1-0685	ɡɔ³³	种（～地），出工。
󴀝	D1-0686	ȵɔ³³	糯（～米），粘（形容词）。
󴀞	D1-0687	ne⁵⁵	姐姐。
󴀟	D1-0688	tu⁵⁵	（X～）袋（衣～）。
󴀠	D1-0689	mɤ³³	闭（～嘴）。
󴀡	D1-0690	t͡ʂho̹²¹	抬，扛（双人）。
󴀢	D1-0691	be⁵⁵	（～X）臭味。
󴀣	D1-0692	ᶯd͡ʐʰɚ²¹	相信。
󴀤	D1-0693	dɚ³³	倒。
󴀥	D1-0694	ɑ³³	（～X）仍然，还是。
󴀦	D1-0695	hɤ²¹	陷（～下）。
󴀧	D1-0696	ⁿdʰɯ³³	（X～）泪（眼～）。
󴀨	D1-0697	lo²¹	（～XX）尖刀草。
󴀩	D1-0698	ɣɯ⁵⁵	（X～X）古代，从前。
󴀪	D1-0699	ɣɯ³³	（～X）骨头。
󴀫	D1-0700	xɤ̰²¹	娶（～媳妇）。
󴀬	D1-0701	t͡sʰḭ²¹	断（绳子～）。
󴀭	D1-0702	ᶮd͡ʑʰi⁵⁵	盘，搬（～东西）。
󴀮	D1-0703	ɣɚ̰²¹	划（～船），游泳。
󴀯	D1-0704	ɬɑ̰⁵⁵	年轻（～人）。
󴀰	D1-0705	t͡ʂho⁵⁵	伴（伙～）朋友。
󴀱	D1-0706	tʰo⁵⁵	钉（～被子）。
󴀲	D1-0707	so²¹	切（～菜）。
󴀳	D1-0708	t͡sʰɚ̰²¹	摘（～花）。
󴀴	D1-0709	bu²¹	～埂子。
󴀵	D1-0710	xɚ̰²¹	迎（～接）。
󴀶	D1-0711	t͡ɕʰu⁵⁵	赔还。
󴀷	D1-0712	nu³³	软，嫩，泡（～核桃）。
󴀸	D1-0713	ʑɑ̰⁵⁵	错。
󴀹	D1-0714	ⁿdʰo²¹	（～X）荨蔴。
󴀺	D1-0715	t͡ɕʰɤ²¹	阉（～母猪）。
󴀻	D1-0716	nu³³	（～XX）背（刀～）。
󴀼	D1-0717	lɑ̰²¹	勤快。
󴀽	D1-0718	d͡zu³³	（～X）斧头，斧子。
󴀾	D1-0719	no²¹	（～X）鼻（～子）。
󴀿	D1-0720	hɚ⁵⁵	腻（吃～了）。
󴁀	D1-0721	mɑ̰⁵⁵/t͡ɕʰe⁵⁵	做（～梦）。
󴁁	D1-0722	t͡ɕʰɚ³³	（～X）醒（睡～）。
󴁂	D1-0723	lu⁵⁵	儿（花～）的。
󴁃	D1-0724	ᵑɡʰɤ³³	靠（～枕头）。
󴁄	D1-0725	lḛ²¹	两（一～）。
󴁅	D1-0726	ȵɯ²¹	绿。
󴁆	D1-0727	ʑo̰³³	（X～）雾。
󴁇	D1-0728	ʂɿ̰²¹	歪（～嘴）。
󴁈	D1-0729	d͡zɿ³³	潮湿。
󴁉	D1-0730	d͡ʑḭ⁵⁵	些（一～），点（一～）。
󴁊	D1-0731	ɡo̹³³	裂（地面～），（木板～）。
󴁋	D1-0732	kʰɔ³³	铺（～床）。
󴁌	D1-0733	ʂʅ⁵⁵	种子，撒种。
󴁍	D1-0734	t͡sʰɚ²¹	把（一～）。
󴁎	D1-0735	t͡ʂho⁵⁵	铳，枪。
󴁏	D1-0736	ʑo³³	香油。
󴁐	D1-0737	no̰²¹	豆子。
󴁑	D1-0738	tʰo̰²¹	啄，咬（蛇～）。
󴁒	D1-0739	bo̹³³	朵（一～花）。
󴁓	D1-0740	ɡo̰²¹	玩。
󴁔	D1-0741	fɚ³³	招（～手），甩（～手）。
󴁕	D1-0742	ȵe³³/t͡ɕʰɤ̰²¹	冰。
󴁖	D1-0743	sḭ⁵⁵	消（～肿）。
󴁗	D1-0744	t͡ɕe²¹	（X～）鳝鱼。
󴁘	D1-0745	ⁿd͡zʰɯ³³	（～X）脂，浆（树～）。
󴁙	D1-0746	ɳɑ̰²¹	开（～水）。
󴁚	D1-0747	vḭ⁵⁵	花（眼～）。
󴁛	D1-0748	xɔ²¹	（X～X）穿山甲。
󴁜	D1-0749	ȵo̹²¹	（X～）门（家～）。
󴁝	D1-0750	bi²¹	步。
󴁞	D1-0751	ʑɔ²¹	自己，各自。
󴁟	D1-0752	nɚ⁵⁵	你们。
󴁠	D1-0753	mḛ⁵⁵	风流，出风头。
󴁡	D1-0754	nu³³	麻疯病。
󴁢	D1-0755	ɣɯ³³	（X～）舅舅。
󴁣	D1-0756	t͡su⁵⁵	好（事件性好）。
󴁤	D1-0757	ʑɔ²¹	好（整体性好）。
󴁥	D1-0758	t͡ʂhḭ²¹	惊（～跳）。
󴁦	D1-0759	d͡ʐʰɔ²¹	着（吃～），（进行着）。
󴁧	D1-0760	lo̹³³	烫（开水～）。
󴁨	D1-0761	bo³³	毒疮。
󴁩	D1-0762	tɔ³³	闩（～起来）。
󴁪	D1-0763	ʂo̰⁵⁵	（～X）明子（松树浆）。
󴁫	D1-0764	so̰²¹	喜爱，爱（～喝酒）。
󴁬	D1-0765	t͡sʰo̹⁵⁵	割（～草）。
󴁭	D1-0766	mu²¹	毛。
󴁮	D1-0767	tɤ³³	（X～）镰刀。
󴁯	D1-0768	de³³	锛。
󴁰	D1-0769	so³³	的，者。
󴁱	D1-0770	t͡se³³	留（～下东西）。
󴁲	D1-0771	po̰³³	返回，转回（～回来）。
󴁳	D1-0772	tɔ³³	（X～）羞（害～），害羞。
󴁴	D1-0773	ⁿdʰɔ⁵⁵	摔跤。
󴁵	D1-0774	fe³³	宽（平面的～）。
󴁶	D1-0775	lo̰³³	（X～）正午，中午。
󴁷	D1-0776	to̹³³	云，云彩。
󴁸	D1-0777	zi³³	尿，小便。
󴁹	D1-0778	mi³³	地（土～）。
󴁺	D1-0779	ⁿdʰo²¹	（～X）蕨菜。
󴁻	D1-0780	ɬu³³	（～X）高粱。
󴁼	D1-0781	t͡ʂho̹⁵⁵	举（～手），拍（～手）。
󴁽	D1-0782	nɑ³³	你。
󴁾	D1-0783	dɯ³³	签（抽～）。
󴁿	D1-0784	nɔ²¹	赶（～吆牲口）。
󴂀	D1-0785	nɑ̰⁵⁵	深（水～），早（～来）。
󴂁	D1-0786	ⁿdʰo̰²¹	踢。
󴂂	D1-0787	zɯ³³	锈。
󴂃	D1-0788	ɳo̹̰²¹	等量（一样多）。
󴂄	D1-0789	vḭ⁵⁵	（～X）家（～门）。
󴂅	D1-0790	ʂo̹⁵⁵	爱护，溺爱。
󴂆	D1-0791	ʂo̹³³	早（来得～）。
󴂇	D1-0792	ɬɯ̰²¹	触动。
󴂈	D1-0793	no²¹	病，疼，痛。
󴂉	D1-0794	di²¹	去了。
󴂊	D1-0795	dɤ⁵⁵	（～X）放跑（自动）。
󴂋	D1-0796	bu²¹	欠（账），差（账）责任。
󴂌	D1-0797	zɯ³³	烁（闪～）。
󴂍	D1-0798	ɳɯ²¹	久（好～）。
󴂎	D1-0799	t͡ɕʰɚ³³	（～X）箐鸡。
󴂏	D1-0800	t͡sʰo̹²¹	叼（鹰～小鸡）。
󴂐	D1-0801	t͡sʰe³³	（X～）犁铧。
󴂑	D1-0802	si²¹	打，吹（～口哨）。
󴂒	D1-0803	lo³³	（～X）犁担，公黄牛牛（古语）。
󴂓	D1-0804	dɚ̰²¹	元（一～钱）。
󴂔	D1-0805	ⁿdʰu⁵⁵	（X～）椽子。
󴂕	D1-0806	xɚ³³	劈（雷～）。
󴂖	D1-0807	ᵐbʰi²¹	闯（～人）。
󴂗	D1-0808	pɤ²¹	被子。
󴂘	D1-0809	mu³³	地（慢慢～）。
󴂙	D1-0810	lu³³	龙，辰（属相）。
󴂚	D1-0811	xɑ̰⁵⁵	摘（～果子）。
󴂛	D1-0812	tɔ²¹	松（使动）。
󴂜	D1-0813	ᵑɡʰɔ²¹	次（一～）。
󴂝	D1-0814	bo³³	有（～盐）。
󴂞	D1-0815	ɣɯ³³	（X～）面（前）。
󴂟	D1-0816	bo̹³³	六指。
󴂠	D1-0817	t͡ɕʰḭ²¹	咬（狗～着）。
󴂡	D1-0818	ve³³	害着（鬼～着）。
󴂢	D1-0819	t͡ʂɑ̰⁵⁵	煮。
󴂣	D1-0820	ɑ⁵⁵	（～X）蒿枝。
󴂤	D1-0821	bo̰⁵⁵	（X～）仍然，还是。
󴂥	D1-0822	po̰²¹	托（寄～）。
󴂦	D1-0823	t͡ʂhɚ³³	节省，省。
󴂧	D1-0824	d͡ʐʰɚ³³	互相。
󴂨	D1-0825	be²¹	（X～）膝盖。
󴂩	D1-0826	bɤ̰²¹	包芽，萌芽。
󴂪	D1-0827	so⁵⁵	哑（噪子～）。
󴂫	D1-0828	d͡zhɯ³³	赢，胜利。
󴂬	D1-0829	ɕi²¹	类（一～），种（一～）号（这～人）。
󴂭	D1-0830	ɬɔ³³	祭（～龙），（～谷）。
󴂮	D1-0831	d͡ʑe³³	床。
󴂯	D1-0832	tɯ̰²¹	把（一～）。
󴂰	D1-0833	ȵɯ³³	乖顺，温顺。
󴂱	D1-0834	ȵe³³	（X～）炭（火～）。
󴂲	D1-0835	ɣu²¹	（X～）东西，商品，货物。
󴂳	D1-0836		替字符号（表示重叠）。
󴂴	D1-0837	ⁿdʰɚ̰²¹	（̠X～）痰（口～）。
󴂵	D1-0838	d͡ʐʰɚ²¹	真。
󴂶	D1-0839	be³³	（X～）小腿。
󴂷	D1-0840	ɡɤ²¹	奇怪。
󴂸	D1-0841	t͡ɕʰu³³	声音。
󴂹	D1-0842	dɯ̰⁵⁵	壳（包谷～），（笋壳）。
󴂺	D1-0843	ŋɑ̰²¹	鸟。
󴂻	D1-0844	tʰo³³	（X～）刀子。
󴂼	D1-0845	to̹³³	栽种。
󴂽	D1-0846	so⁵⁵	本（书～）。
󴂾	D1-0847	t͡ʂhɤ²²	这。
󴂿	D1-0848	d͡ʑe³³	（X～）乌鸦。
󴃀	D1-0849	d͡zɑ̰³³	生（～肉），活（～柴）粗鲁，鲁莽。
󴃁	D1-0850	t͡ɕʰi³³	脚。
󴃂	D1-0851	ʂu⁵⁵/xu⁵⁵	收拢（～口袋）。
󴃃	D1-0852	t͡ʂo̹³³	柜子。
󴃄	D1-0853	su³³	彝人。
󴃅	D1-0854	t͡ɕʰɑ̰⁵⁵	弓，弩。
󴃆	D1-0855	ʑḭ⁵⁵	（～X）公公（男人之义）。
󴃇	D1-0856	t͡ɕʰḛ²¹	（X～）月琴。
󴃈	D1-0857	sɿ²¹	神。
󴃉	D1-0858	t͡ʂo̰²¹	面酱。
󴃊	D1-0859	de⁵⁵	所有，全部。
󴃋	D1-0860	vɚ̰²¹	搂（住别人）。
󴃌	D1-0861	li²¹	（～X）道理。
󴃍	D1-0862	ɣo̰⁵⁵	蓝（～色）。
󴃎	D1-0863	si⁵⁵	（～X）石榴。
󴃏	D1-0864	pʰɑ̰²¹	（X～）股（屁～），屁股。
󴃐	D1-0865	t͡ɕʰɯ²¹	角（牛羊～）。
󴃑	D1-0866	d͡ʑḭ²¹	垮（埂子～）。
󴃒	D1-0867	t͡ʂhɔ⁵⁵	校正（把弯的～）。
󴃓	D1-0868	t͡ʂo̹⁵⁵	更（～好）。
󴃔	D1-0869	sɯ²¹	蠓虫。
󴃕	D1-0870	ŋɔ³³	（～X）要（～不～）。
󴃖	D1-0871	ȵḛ⁵⁵	泥土。
󴃗	D1-0872	ᵐbʰu³³	推。
󴃘	D1-0873	d͡zɤ²¹	齐，并排，双（一～）。
󴃙	D1-0874	sɯ⁵⁵	（～X）姑爷，郎（新～）。
󴃚	D1-0875	t͡si³³	砌（～墙）。
󴃛	D1-0876	t͡ɕɔ³³	快。
󴃜	D1-0877	tɚ³³	祭（～祖）。
󴃝	D1-0878	hɔ³³	苍（～X），苍蝇。
󴃞	D1-0879	pʰɤ³³	网（鱼～）。
󴃟	D1-0880	t͡ʂʅ³³	（X～）土基。
󴃠	D1-0881	lɚ³³	箐鸡。
󴃡	D1-0882	se⁵⁵	右（～手）。
󴃢	D1-0883	lɯ⁵⁵	跌倒，摔。
󴃣	D1-0884	me³³	晚（今～）。
󴃤	D1-0885	ʑɔ²¹	麻（芋头～）。
󴃥	D1-0886	o³³	（～X）皇帝。
󴃦	D1-0887	dɤ²¹	落（～日）。
󴃧	D1-0888	me³³	明（松明子很～）。
󴘌	D1-0889	ŋe⁵⁵	我们。
󴃨	D1-0890	ɳɔ²¹	拦（～住），遮挡。
󴃩	D1-0891	t͡ʂhɚ³³	经（～吃），耐（～用）。
󴃪	D1-0892	d͡zɚ̰²¹	蓆（～子），（滑～）。
󴃫	D1-0893	ȵḛ⁵⁵	咀，嘴。
󴃬	D1-0894	t͡ɕʰḭ⁵⁵	晚（～上）。
󴃭	D1-0895	ne³³	穗（谷～），（麦～）。
󴃮	D1-0896	ȵḛ⁵⁵	（～X）中午。
󴃯	D1-0897	te⁵⁵	凝结（血～）。
󴃰	D1-0898	lɤ³³	（～X）镰（～刀）。
󴃱	D1-0899	vɑ⁵⁵	吧（助词）。
󴃲	D1-0900	dɯ̰⁵⁵	褪色（衣裤～）。
󴃳	D1-0901	ŋɯ̰²¹	撬（～石头）。
󴃴	D1-0902	ʑɑ̰⁵⁵	迷（～路）。
󴃵	D1-0903	bu³³	（X～）蚂蚱。
󴃶	D1-0904	d͡zɯ̰³³	付。
󴃷	D1-0905	mɚ⁵⁵	萎靡，昏迷，休克。
󴃸	D1-0906	ɣɯ⁵⁵	那（～儿）。
󴃹	D1-0907	t͡ʂhḭ⁵⁵	山羊。
󴃺	D1-0908	d͡ʐʰi⁵⁵	（X～）梨。
󴃻	D1-0909	t͡so̰²¹	杆（一～称），（一～枪）。
󴃼	D1-0910	fo³³	可惜。
