glyph_unified	src_ref	pronunciation	meaning
멯	U0-03407		（（1）规规整整。（2）严严实实。）。
뚲	U0-03408		〖别作声〗。
븣	U0-03409		爸爸，父亲，爹。
뮑	U0-03410		（相）依。〖想念，挂念〗。
뎏	U0-03411		伴随。
뙝	U0-03412		〖经常〗。
뼄	U0-03501		（收庄稼掉落的）籽实。
뼒	U0-03502		帘子。编（帘子）。
뼅	U0-03503		比（比方）。
뱬	U0-03504		〖松明子〗。
뢗	U0-03505		〖瘪〗。
벗	U0-03506		（牛的）蜂巢胃。
댒	U0-03507		〖离开群体〗。
뮓	U0-03508		〖婚配。（巴第赫吐，彝语贵州威宁草海〗。）。
뎤	U0-03509		（乐器的）簧片。
롲	U0-03510		〖地椒（一种香料，子粒可治沙眼〗。
딇	U0-03511		〖竹簾子（晒萝卜丝用〗）。
뾎	U0-03512		〖木瓜〗。〖敷衍〗。
냤	U0-03513		（墙壁的）洞眼。
똬	U0-03601		〖傣族（摆艺〗）。
릠	U0-03602		索。
래	U0-03603		锅铲。
릹	U0-03604		痴呆。
릺	U0-03605		方，面。
룳	U0-03606		〖猫头鹰〗。
붃	U0-03607		〖篾箩（腰围大，口径小，编织精细的〗）。
룴	U0-03608		（你，我，他）的。
랙	U0-03609		家。
븏	U0-03610		背（孩子）。
냥	U0-03611		可惜。
녓	U0-03612		（田）埂。
먗	U0-03701		（畜生的）乳房。
뷄	U0-03702		（晒谷场上翻粮食食用的）刮板。
뗺	U0-03703		疮。
렺	U0-03704		吻。
받	U0-03705		（富）有。
뷕	U0-03706		倍（数）。
롽	U0-03707		（黑）暗。
볁	U0-03708		〖广阔〗。〖撮箕〗。
뮾	U0-03709		和睦。
뮿	U0-03710		口（量词）。顶（量词）。把。
뫼	U0-03711		（用牛羊角做的）号角。
뷦	U0-03801		〖盖头帕（妇女头饰〗。〖包茅，俗名扁竹叶，彝族祭祀时，将包茅插在灵位之前，酒洒于其上，以示祭献神灵，古称“包茅缩酒”〗。
똖	U0-03802		〖陀螺，一种儿童玩具〗。
박	U0-03803		（刺）眼。
므	U0-03804		（肩）膀。
믗	U0-03805		生育。
뛭	U0-03806		（魂）魄。
듵	U0-03807		〖显然〗。
땸	U0-03808		〖显然〗。
먘	U0-03809		（洋）芋，马铃薯。
볤	U0-03810		〖灶〗。
믁	U0-03901		〖毛发蓬松〗。
병	U0-03902		〖刺竹〗。
뎖	U0-03903		熟地（开垦后种熟了的地）。
롾	U0-03904		蚂（蚁）。
뀷	U0-03905		（嫩，青）草。
냧	U0-03906		（不）止，（不）仅。
냦	U0-03907		坤（卦）。人名用词。
댓	U0-03908		鬼。
몧	U0-03909		〖祖父，爷爷〗。
륖	U0-03910		旁边。
뗊	U0-04001		跟（同）。
뒒	U0-04002		破，损。
둁	U0-04003		片（量词）。
뛮	U0-04004		〖词缀〗。
뚳	U0-04005		雄性（专指山羊）。
띃	U0-04006		间（量词）。
듶	U0-04007		薄。稀疏。
띄	U0-04008		窝（量词--指猪，狗，鸡等）。
뾏	U0-04009		聋。
뎥	U0-04010		〖田埂〗。
먙	U0-04101		太阳。
눾	U0-04102		绘画。
뚴	U0-04103		塑（像）。
뛯	U0-04104		夭折。
뜞	U0-04105		牺牲。
띤	U0-04106		（庄稼）损失。
뷅	U0-04107		缴获。
밟	U0-04108		过敏。
묵	U0-04109		（水）流。流（眼泪）。
먚	U0-04110		偶像。菩萨。
럜	U0-04111		帮，伙，班，队（量词）。〖附属品〗。
럝	U0-04112		滚。
늢	U0-04201		身体。〖洗澡，月经（讳称〗）。
둦	U0-04202		（送）脱。
뀇	U0-04203		（木）渣。
볒	U0-04204		〖花（色〗。
뜍	U0-04205		〖故事〗。
낈	U0-04206		墙。
뺒	U0-04207		〖砂锅〗。
볲	U0-04208		渡槽。
먛	U0-04209		（粗）磨。
묶	U0-04210		漂浮。
댔	U0-04211		〖蝴蝶〗。
묷	U0-04212		游（泳）。
모	U0-04213		口（量词）。〖腮帮子〗。
뀸	U0-04301		吹嘘，夸口。
눀	U0-04302		男子汉。
띅	U0-04303		绵羊（古语）。
며	U0-04304		嚎叫。
뜎	U0-04305		〖蝼蚁〗。
먜	U0-04306		开（自动）。
뮵	U0-04307		〖盖房用的（篾笆〗）。
뛖	U0-04308		（（鱼）鳞）。
뮶	U0-04309		〖幽默，风趣，诙谐〗。
둧	U0-04310		（你，我，他）家。
뗋	U0-04311		静。
맰	U0-04401		（小的〗〖畜生）圈。
댕	U0-04402		〖监狱〗。
뷧	U0-04403		山。
늣	U0-04404		芦笙，竹笙。
녔	U0-04405		堆（量词）。
븃	U0-04406		谢。
댖	U0-04407		帮（名词）。
목	U0-04408		光明‘，光亮，明亮。〖月亮〗。
땹	U0-04409		〖大腿〗。
뙞	U0-04410		（脚）步。步（量词）。
낛	U0-04411		面（颊）。
볳	U0-04501		（身肌）丰满。〖丝瓜〗。
맊	U0-04502		起（皮）。
뷖	U0-04503		〖轿子〗。
뽲	U0-04504		〖形容词缀〗〖红彤彤〗。
먝	U0-04505		钻（进）。
똭	U0-04506		拥挤。
뤡	U0-04507		拱（猪拱地）。
냨	U0-04508		鸣，叫。
늤	U0-04509		作客。
낉	U0-04510		搂（卷）。
됛	U0-04601		射（箭）。
뽮	U0-04602		〖离开群体〗。
눦	U0-04603		弹。
딫	U0-04604		〖经络病〗。
댗	U0-04605		捆（量词）。
돥	U0-04606		笨（不灵活）。
믾	U0-04607		擞（sǒu）。
뱃	U0-04608		〖月琴〗。
난	U0-04609		果断。
된	U0-04610		（梦）呓，语，话。
돦	U0-04611		说。语言。
뚵	U0-04701		通知。
뿭	U0-04702		理睬。
듨	U0-04703		免疫。
멱	U0-04704		饱。饱满。胀。
둨	U0-04705		富裕。
뢬	U0-04706		解（木板）〖把木头变成木板〗。
뢭	U0-04707		繁衍。
몪	U0-04708		溢，漫。
릻	U0-04709		衣裳。
랄	U0-04801		〖被子〗。
봟	U0-04802		划（豆腐）。
딬	U0-04803		哄闹，喧哗。
봠	U0-04804		盖。罩。
리	U0-04805		浮肿，水肿。
능	U0-04806		漏斗。
빸	U0-04807		壶，瓶。
똋	U0-04808		眯（眼）。
멲	U0-04809		〖垢腻〗。
보	U0-04810		嘛（语气词）。
뼆	U0-04811		文（文史。梅葛（楚雄唱的一种调子））。
뻮	U0-04901		（轻）撒，敷，掩（粉末）。
냩	U0-04902		泥土。
뙟	U0-04903		沾（着）。
둂	U0-04904		〖肮脏〗。
밪	U0-04905		猫。
뙠	U0-04906		棉（布，花）。
뭲	U0-04907		（土）壤。
뜏	U0-04908		要（语气助词）。
낝	U0-04909		天。
뮌	U0-05001		呢（亲近）。呢（语气助词）。
릌	U0-05002		将要。
뎗	U0-05003		皇帝。
뀟	U0-05004		宝剑。
뙡	U0-05005		抹，擦。
딭	U0-05006		菌（类，子）。
묯	U0-05007		（熟）油。
복	U0-05008		地。
눁	U0-05009		〖苍蝇〗。
먞	U0-05010		〖弥觉（传说中的水怪〗。
륗	U0-05011		毛。
눿	U0-05101		〖昨晚〗。
딮	U0-05102		潜（水）。
눧	U0-05103		苔。
늦	U0-05104		（庄稼地里的）杂草。
끨	U0-05105		（粉）末，面。
먟	U0-05106		细小，细微。
녕	U0-05107		季（节）。
류	U0-05108		细毛。
랚	U0-05109		拈。挑。
림	U0-05110		平静。
녖	U0-05111		锁（边）。
뫜	U0-05201		闭（眼）。
띆	U0-05202		（伤口）愈合。
맠	U0-05203		微弯。
멳	U0-05204		笋。
뙢	U0-05205		（嫩）薹。
땺	U0-05206		妇（女）。
띇	U0-05207		〖休克，昏死〗。〖气馁，疲倦〗。
뽃	U0-05208		腌。
둎	U0-05209		蔫。
뇃	U0-05210		掷，瘊（子）。肉瘤。
뀈	U0-05301		尾，末。
딈	U0-05302		绸缎。衣（古语）。
낞	U0-05303		火。
뢘	U0-05304		女儿。（阿美妮，（远古时期，与耿奢哲（举奢哲）同时期人）。〖阿美鲁洪，（彝族“六祖”第五位慕克克的十三世孙〗。
렵	U0-05305		（烧）焦。
봂	U0-05306		靠拢。〖跟随〗。
땻	U0-05307		名。
뙣	U0-05401		（（怜）悯，可怜）。
불	U0-05402		空，闲。
뢙	U0-05403		及。〖赶上〗。
늧	U0-05404		各自。
댘	U0-05405		〖核桃〗。
믘	U0-05406		熟。
녗	U0-05407		〖黄果〗。〖牛虻〗。
댙	U0-05408		忘记（了）。〖老鼠〗。
뮒	U0-05409		梦（名词）。做梦。〖阿迷，古称阿迷州，即云南开远市〗。
뫄	U0-05501		锣。〖人熊〗。
뮍	U0-05502		妈妈。
뒓	U0-05503		〖苗族〗。
드	U0-05504		〖杜鹃〗。
댚	U0-05505		兵，军。
뭶	U0-05506		乞求，乞讨。祈祷，祈求。
띥	U0-05507		拜寄。
벣	U0-05508		招赘，入赘。
롡	U0-05509		黑粉。
뒔	U0-05601		不（否定副词）。
뎦	U0-05602		（语气助词）嘛。
뾻	U0-05603		翁。
늨	U0-05604		（向前）冲。
듩	U0-05605		〖饭（儿语〗）。
뽭	U0-05606		〖芒果〗。
뚖	U0-05607		〖紫黑色〗。
븳	U0-05608		威（风），威（势）。
맲	U0-05609		竹。
뼇	U0-05610		〖樟木树〗。
돧	U0-05701		〖唢呐〗。
딯	U0-05702		反扣（把有口的器物反扣着）。
뉀	U0-05703		俯卧。
뼰	U0-05704		〖泡木树，五倍子树〗。
뉁	U0-05705		尸（体）。
뼳	U0-05706		同（睡），陪（睡）。
뷗	U0-05707		〖衣襟〗。
붚	U0-05708		鬃（zong）〖马鬃，猪鬃〗。
륻	U0-05709		〖图影，属相〗。〖鄂莫，古彝人的一个部落〗。
뤢	U0-05710		〖规整。严实。〗。
맱	U0-05801		〖青幽幽〗。
뮭	U0-05802		〖眉毛〗。
뚗	U0-05803		〖板栗〗。
봹	U0-05804		风箱。
붖	U0-05805		〖犁板〗。
뼈	U0-05806		平静。
룓	U0-05807		〖洋芋〗。
봺	U0-05808		〖瓢〗。
븤	U0-05809		嫂子。
먠	U0-05810		〖水瓢〗。
띦	U0-05811		马。
늩	U0-05901		做。〖地名用词〗。
땼	U0-05902		地（副词）。
랛	U0-05903		赠送，馈赠。
뀠	U0-05904		（兄弟中的）长者，2，大。
뻆	U0-05905		吹（奏），吹（火），吹（胀）。
득	U0-05906		〖瞌睡〗。
빀	U0-05907		刮（风）。风（流）。
뮜	U0-05908		〖臭虫〗。
뤣	U0-05909		〖沙子，砂子〗。
뚶	U0-06001		〖芒果〗。
땽	U0-06002		〖祭牲〗。
뮱	U0-06003		〖壁虎〗。
뫦	U0-06004		细。
뗌	U0-06005		〖清楚，明白〗。
륙	U0-06006		魔（病魔）。
면	U0-06007		〖香芝麻花，（一种野生植物〗，其花，叶子古时曾作茶用）。
뗻	U0-06008		〖鹌鹑〗。
뽴	U0-06009		沉淀。
듷	U0-06010		网。
뼘	U0-06011		〖昏沉沉（指天气〗。
뺠	U0-06012		臣。
뺡	U0-06101		老。长。
븐	U0-06102		逝世。
뉂	U0-06103		朝，向。
뺯	U0-06104		〖瞄准〗。
뺰	U0-06105		教。指导。
됝	U0-06106		温暖。晒（太阳）。
냪	U0-06107		高。人名用词。
뛗	U0-06108		昏。
뼥	U0-06109		〖伤口〗。
믩	U0-06201		含。
봻	U0-06202		哑。
멵	U0-06203		〖球状物体〗。
밎	U0-06204		母，女，阴（阳）。大。〖武蒙舍，彝语古称蒙舍诏〗。
뵹	U0-06205		颗（粒）。
뵩	U0-06206		〖石头〗。
뤤	U0-06207		〖木姜〗。
문	U0-06208		麻（线，布）。
땾	U0-06209		（布）缝接处。
덛	U0-06210		〖什么〗。
늪	U0-06301		〖人名用词〗。表示惊讶。
둩	U0-06302		（母羊）舔（崽）。
륚	U0-06303		模样。
뻇	U0-06304		扑（鸟，昆虫）。
뙤	U0-06305		〖玉米〗。
뗼	U0-06306		（叶子）烟。
됞	U0-06307		〖纠缠〗。〖报应（恶果〗）。
뉃	U0-06308		东。
멶	U0-06309		〖菲篥（li〗〖一种吹奏的草杆乐器〗。
끼	U0-06310		蒿枝。
뻕	U0-06311		〖烟尘，扬尘，灰尘〗。
뾱	U0-06401		〖摇摇摆摆〗。
똮	U0-06402		宽阔。
뭦	U0-06403		嘱咐。
렻	U0-06404		通知。
롿	U0-06405		盆。
낟	U0-06406		穿（衣）〖使动〗。
낊	U0-06407		麻木。
뇄	U0-06408		空。零。
뼉	U0-06409		〖挎包〗。
딉	U0-06410		挑（使动）。
룵	U0-06501		左。
땿	U0-06502		〖开辟〗。
덜	U0-06503		招（手）。
둪	U0-06504		甩。
됟	U0-06505		摔（掉）〖摔跤，被马摔下〗。
빏	U0-06506		摇（头）。
봭	U0-06507		生意（古语）。
될	U0-06508		权，政权。执法，司令。权势。
떀	U0-06509		本事。
